"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"203717_at"	1.29334204220529e-09	2.57840480293326e-12	30.3770698645129	18.8353517173575	2.96024042516667	"DPP4"	"dipeptidyl peptidase 4"
"228121_at"	1.37743285940258e-09	2.77124123519494e-12	-30.1843426510002	18.7666343366306	-4.11700766916667	"TGFB2"	"transforming growth factor beta 2"
"228221_at"	1.45190502497752e-09	2.95273337970195e-12	-30.0158200225825	18.7061082582934	-3.23786765283333	"SLC44A3"	"solute carrier family 44 member 3"
"211573_x_at"	1.45190502497752e-09	2.998176747221e-12	-29.9753834824631	18.6915237794452	-3.073144268	"TGM2"	"transglutaminase 2"
"215856_at"	1.45190502497752e-09	3.00073649423795e-12	29.9731256017296	18.690708713002	3.3024235505	"SIGLEC15"	"sialic acid binding Ig like lectin 15"
"208885_at"	1.45609221522452e-09	3.04577848822048e-12	-29.9337341338699	18.6764768948508	-3.60999751966667	"LCP1"	"lymphocyte cytosolic protein 1"
"238532_at"	1.45609221522452e-09	3.06265395063228e-12	29.919138387451	18.6711978019873	3.504628359	"DPF3"	"double PHD fingers 3"
"1555786_s_at"	1.50995275595815e-09	3.20355774469401e-12	29.8005765285331	18.6281995410653	2.88619936783333	"LINC00520"	"long intergenic non-protein coding RNA 520"
"1554592_a_at"	1.51885230651314e-09	3.25021892751784e-12	-29.7625584039836	18.614367809571	-3.87389590333333	"SLC1A6"	"solute carrier family 1 member 6"
"222242_s_at"	1.57494762740625e-09	3.40863413380661e-12	-29.6377741982989	18.5688182813263	-3.79994435683333	"KLK5"	"kallikrein related peptidase 5"
"212327_at"	1.57494762740625e-09	3.42786955027607e-12	-29.6230526789572	18.5634292568193	-4.65950447416667	"LIMCH1"	"LIM and calponin homology domains 1"
"221085_at"	1.66608679355542e-09	3.65670626843439e-12	-29.4545011166915	18.5014972143743	-3.75735060516667	"TNFSF15"	"tumor necrosis factor superfamily member 15"
"235046_at"	1.66948495105413e-09	3.69469920580795e-12	-29.4276289365792	18.4915838937474	-3.57107649916666	"INPP4B"	"inositol polyphosphate-4-phosphatase type II B"
"214974_x_at"	1.67097795352815e-09	3.72856534669291e-12	-29.4039274177674	18.4828311951644	-3.0240281675	"CXCL5"	"C-X-C motif chemokine ligand 5"
"205523_at"	1.69385896084586e-09	3.82063925965656e-12	-29.3406524074531	18.4594227872167	-3.08955477166667	"HAPLN1"	"hyaluronan and proteoglycan link protein 1"
"206332_s_at"	1.69385896084586e-09	3.84158227974186e-12	-29.3264911382842	18.454175545322	-3.94319555416667	"IFI16"	"interferon gamma inducible protein 16"
"205376_at"	1.69861480407872e-09	3.88343576606932e-12	-29.298440169349	18.4437726827113	-3.0635085045	"INPP4B"	"inositol polyphosphate-4-phosphatase type II B"
"211756_at"	1.80600207770444e-09	4.16198009676743e-12	29.1197367619116	18.3772172305255	3.75703090916667	"PTHLH"	"parathyroid hormone like hormone"
"213285_at"	1.95358437660334e-09	4.53781830505028e-12	-28.8981913451922	18.2940223919186	-3.17447214833334	"TMEM30B"	"transmembrane protein 30B"
"203287_at"	1.9740591133937e-09	4.62148269802274e-12	-28.8515864761816	18.2764240763936	-2.91447339666666	"LAD1"	"ladinin 1"
"209242_at"	2.20005428941387e-09	5.19080024388457e-12	-28.5569401738902	18.1643720021866	-3.257595098	"PEG3"	"paternally expressed 3"
"207291_at"	2.21000727761467e-09	5.25470408943589e-12	-28.5260778562896	18.1525555467339	-3.068105089	"PRRG4"	"proline rich and Gla domain 4"
"235583_at"	2.25906611529377e-09	5.4475628475315e-12	-28.4353514701853	18.1177302371381	-3.07887407983333	"ILDR1"	"immunoglobulin like domain containing receptor 1"
"209696_at"	2.25906611529377e-09	5.45398678040746e-12	-28.4323897793575	18.1165911653596	-3.45874289483333	"FBP1"	"fructose-bisphosphatase 1"
"202238_s_at"	2.44498672371725e-09	5.94756715600173e-12	-28.2154937150884	18.0327872297857	-3.9921773145	"LOC101928916///NNMT"	"uncharacterized LOC101928916///nicotinamide N-methyltransferase"
"238439_at"	2.53101996866583e-09	6.20313993234974e-12	-28.1107430506147	17.9920397074477	-3.51209898066667	"ANKRD22"	"ankyrin repeat domain 22"
"1553023_a_at"	2.56203662806715e-09	6.34531458924782e-12	-28.0544804027057	17.9700794908586	-3.01998374633333	"NOX5"	"NADPH oxidase, EF-hand calcium binding domain 5"
"202859_x_at"	2.56203662806715e-09	6.37287574608381e-12	-28.043732150249	17.9658783452126	-2.81039807233334	"CXCL8"	"C-X-C motif chemokine ligand 8"
"226612_at"	2.59927001486666e-09	6.51303140442125e-12	27.9898443646274	17.9447865946268	2.90857058216667	"UBE2QL1"	"ubiquitin conjugating enzyme E2 Q family like 1"
"212657_s_at"	2.61727195441987e-09	6.60600877384438e-12	-27.9547862484493	17.931039006356	-2.893318667	"IL1RN"	"interleukin 1 receptor antagonist"
"219381_at"	2.92913222119189e-09	7.44671931862228e-12	27.6602019799256	17.8147115723127	2.8362676	"C5orf42"	"chromosome 5 open reading frame 42"
"204749_at"	2.93406222042577e-09	7.51291652235222e-12	27.6385588112223	17.806107443612	3.41218333533333	"NAP1L3"	"nucleosome assembly protein 1 like 3"
"243309_at"	3.01964457948292e-09	7.78728643268572e-12	27.5510100463815	17.7712218274012	3.213977862	"C15orf65"	"chromosome 15 open reading frame 65"
"229530_at"	3.02727918185844e-09	7.86234373706263e-12	-27.5276428273185	17.7618886343013	-3.092304221	"GUCY1A3"	"guanylate cyclase 1 soluble subunit alpha"
"44783_s_at"	3.03826468056641e-09	7.94998061869932e-12	27.5006639269069	17.7511012991543	2.91676943566667	"HEY1"	"hes related family bHLH transcription factor with YRPW motif 1"
"65517_at"	3.03826468056641e-09	8.00201397350825e-12	-27.4847979045858	17.7447515679693	-2.7463203775	"AP1M2"	"adaptor related protein complex 1 mu 2 subunit"
"226213_at"	3.05233221446369e-09	8.09489110374458e-12	-27.4567543196208	17.733517726441	-2.71624645816667	"ERBB3"	"erb-b2 receptor tyrosine kinase 3"
"218792_s_at"	3.22868024497973e-09	8.6216244310387e-12	-27.3040473907702	17.6721084314037	-2.84363627383333	"BSPRY"	"B-box and SPRY domain containing"
"206432_at"	3.25882476445273e-09	8.76172364653957e-12	-27.2651336693776	17.6563953508315	-3.56093235466667	"HAS2"	"hyaluronan synthase 2"
"236599_at"	3.28921281516011e-09	8.90358475800085e-12	27.226413109851	17.6407341793082	2.78717484066667	""	""
"221665_s_at"	3.45615455383702e-09	9.41869279417861e-12	-27.0912451405736	17.5858583068312	-2.841627749	"EPS8L1"	"EPS8 like 1"
"204733_at"	3.48052170619249e-09	9.54875639558982e-12	-27.0583836277982	17.5724687282697	-2.64362189083333	"KLK6"	"kallikrein related peptidase 6"
"213913_s_at"	3.66016109994735e-09	1.0108538200129e-11	-26.9222933255519	17.5168153106706	-2.62262876583333	"TBC1D30"	"TBC1 domain family member 30"
"212190_at"	3.7052443273053e-09	1.03008164197605e-11	26.8774277990716	17.4983958435844	2.60959325683333	"SERPINE2"	"serpin family E member 2"
"239148_at"	3.73891878209585e-09	1.04872919288926e-11	-26.8347766272497	17.4808522325017	-2.773571723	"MARVELD3"	"MARVEL domain containing 3"
"212764_at"	3.73891878209585e-09	1.05312024223642e-11	26.8248530802514	17.4767657454039	2.752012367	"ZEB1"	"zinc finger E-box binding homeobox 1"
"233533_at"	3.78478452864044e-09	1.07296132041933e-11	-26.7805665942548	17.4585072274574	-3.12896015633333	"KRTAP1-5"	"keratin associated protein 1-5"
"223952_x_at"	3.82324784273208e-09	1.09085809504564e-11	26.7413761841161	17.4423204044329	2.79449823583334	"DHRS9"	"dehydrogenase/reductase 9"
"225664_at"	3.90052805890226e-09	1.12635692753086e-11	-26.665666185616	17.4109716310926	-3.03533525783333	"COL12A1"	"collagen type XII alpha 1 chain"
"1556773_at"	3.90052805890226e-09	1.136439623999e-11	26.6446342200172	17.4022446943113	3.04206417233333	""	""
"200665_s_at"	3.90052805890226e-09	1.13675470619593e-11	26.6439802443067	17.4019732074584	2.58346749283333	"SPARC"	"secreted protein acidic and cysteine rich"
"238320_at"	3.90052805890226e-09	1.14144396785434e-11	26.6342705443793	17.3979414805999	2.7115234845	"MIR612///NEAT1"	"microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)"
"238447_at"	4.05145171222338e-09	1.19302007438128e-11	-26.5302490378586	17.3546416288718	-3.0942776775	"RBMS3"	"RNA binding motif single stranded interacting protein 3"
"241679_at"	4.09479258612149e-09	1.21327187736933e-11	26.490732599041	17.3381409251163	2.62189769466667	""	""
"1555756_a_at"	4.13788445850846e-09	1.23360798671583e-11	-26.4517659385225	17.3218418292793	-2.73273722133333	"CLEC7A"	"C-type lectin domain family 7 member A"
"219737_s_at"	4.22112684147623e-09	1.2768732334353e-11	26.3711353070038	17.2880269130452	2.5348311095	"PCDH9"	"protocadherin 9"
"235548_at"	4.22112684147623e-09	1.27975623736075e-11	26.3658682604021	17.2858138530462	3.54085448066667	"APCDD1L"	"APC down-regulated 1 like"
"204529_s_at"	4.22112684147623e-09	1.28158583572941e-11	-26.3625323908151	17.2844119529172	-2.722803505	"TOX"	"thymocyte selection associated high mobility group box"
"238673_at"	4.31539875920337e-09	1.32397205350675e-11	-26.2866659744917	17.2524735573947	-3.39091593466667	"SAMD12"	"sterile alpha motif domain containing 12"
"201109_s_at"	4.31539875920337e-09	1.32599358307484e-11	-26.2831138212561	17.2509755536229	-3.34217138433333	"THBS1"	"thrombospondin 1"
"1569344_a_at"	4.35985839083222e-09	1.34846794609933e-11	-26.2440143316913	17.2344711522695	-3.49090653533333	"LOC105375172"	"uncharacterized LOC105375172"
"209908_s_at"	4.35985839083222e-09	1.35909628942292e-11	-26.22576954035	17.2267600654719	-2.81036986733334	"TGFB2"	"transforming growth factor beta 2"
"227458_at"	4.35985839083222e-09	1.36357710988991e-11	-26.2181240663541	17.2235268945455	-3.412323408	"CD274"	"CD274 molecule"
"213618_at"	4.374174433729e-09	1.38216163009406e-11	-26.1867025642946	17.2102277113784	-3.51263599833333	"ARAP2"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"220940_at"	4.374174433729e-09	1.38577972884316e-11	26.1806386832225	17.2076590466998	2.52430027816667	"ANKRD36B"	"ankyrin repeat domain 36B"
"205880_at"	4.374174433729e-09	1.39677828216347e-11	26.1623102939082	17.199890950419	3.18450466733333	"PRKD1"	"protein kinase D1"
"211138_s_at"	4.374174433729e-09	1.40005583155478e-11	-26.1568787627408	17.1975877055374	-3.3936365865	"KMO"	"kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)"
