"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"206157_at"	2.38634474277475e-08	9.311987901021e-12	3260.50642416831	"PTX3"	"pentraxin 3"
"205541_s_at"	2.38634474277475e-08	9.41330597951545e-12	3251.10698727669	"GSPT2"	"G1 to S phase transition 2"
"224724_at"	2.38634474277475e-08	9.57670247593059e-12	3236.21523276687	"SULF2"	"sulfatase 2"
"224435_at"	2.38634474277475e-08	9.60211876379413e-12	3233.9277463916	"FAM213A"	"family with sequence similarity 213 member A"
"204597_x_at"	2.50217827269105e-08	1.05806711038923e-11	3151.27545055885	"STC1"	"stanniocalcin 1"
"201272_at"	2.50217827269105e-08	1.22789895853175e-11	3028.57416956915	"AKR1B1"	"aldo-keto reductase family 1 member B"
"217388_s_at"	2.50217827269105e-08	1.23179806552878e-11	3026.01347857321	"KYNU"	"kynureninase"
"201858_s_at"	2.50217827269105e-08	1.26654871235065e-11	3003.63558607593	"SRGN"	"serglycin"
"220474_at"	2.50217827269105e-08	1.28253770758568e-11	2993.59898156454	"SLC25A21"	"solute carrier family 25 member 21"
"227458_at"	2.50217827269105e-08	1.37757036352912e-11	2937.04706991004	"CD274"	"CD274 molecule"
"209598_at"	2.50217827269105e-08	1.40861469285248e-11	2919.63511332211	"PNMA2"	"paraneoplastic Ma antigen 2"
"218804_at"	2.50217827269105e-08	1.43075185517559e-11	2907.51310875197	"ANO1"	"anoctamin 1"
"226905_at"	2.50217827269105e-08	1.46000882082031e-11	2891.85195478906	"FAM101B"	"family with sequence similarity 101 member B"
"205000_at"	2.50217827269105e-08	1.53153031148902e-11	2855.18454635873	"DDX3Y"	"DEAD-box helicase 3, Y-linked"
"225363_at"	2.50217827269105e-08	1.56002483617809e-11	2841.17526686483	"PTEN"	"phosphatase and tensin homolog"
"208892_s_at"	2.50217827269105e-08	1.56214725758855e-11	2840.14476649676	"DUSP6"	"dual specificity phosphatase 6"
"202157_s_at"	2.50217827269105e-08	1.63260446952883e-11	2806.90918870758	"CELF2"	"CUGBP, Elav-like family member 2"
"200764_s_at"	2.50217827269105e-08	1.64752478860316e-11	2800.10379672457	"CTNNA1"	"catenin alpha 1"
"205239_at"	2.565015999277e-08	1.73581329626427e-11	2761.37118586568	"AREG"	"amphiregulin"
"204053_x_at"	2.61999740260431e-08	1.83663526214508e-11	2720.08193724954	"PTEN"	"phosphatase and tensin homolog"
"238877_at"	2.61999740260431e-08	1.86885960130897e-11	2707.48676397182	"EYA4"	"EYA transcriptional coactivator and phosphatase 4"
"208789_at"	2.64040758241873e-08	1.99820822376205e-11	2659.56596831115	"PTRF"	"polymerase I and transcript release factor"
"230746_s_at"	2.64040758241873e-08	2.12129029498953e-11	2617.48076474911	""	""
"208782_at"	2.64040758241873e-08	2.13572853741248e-11	2612.74702498774	"FSTL1"	"follistatin like 1"
"201976_s_at"	2.64040758241873e-08	2.13766915534722e-11	2612.11386188584	"MYO10"	"myosin X"
"217764_s_at"	2.64040758241873e-08	2.18702552146204e-11	2596.25095694269	"RAB31"	"RAB31, member RAS oncogene family"
"201859_at"	2.64040758241873e-08	2.18785987608183e-11	2595.98670597571	"SRGN"	"serglycin"
"201669_s_at"	2.64040758241873e-08	2.31091663010177e-11	2558.35382808888	"MARCKS"	"myristoylated alanine rich protein kinase C substrate"
"202286_s_at"	2.64040758241873e-08	2.33171571261855e-11	2552.24381258989	"TACSTD2"	"tumor-associated calcium signal transducer 2"
"209173_at"	2.64040758241873e-08	2.44394442787894e-11	2520.4257131192	"AGR2"	"anterior gradient 2, protein disulphide isomerase family member"
"225050_at"	2.64040758241873e-08	2.48805969186051e-11	2508.42124227909	"ZNF512"	"zinc finger protein 512"
"214183_s_at"	2.64040758241873e-08	2.53114423557691e-11	2496.9546416007	"TKTL1"	"transketolase like 1"
"203397_s_at"	2.64040758241873e-08	2.56740454059929e-11	2487.49416595236	"GALNT3"	"polypeptide N-acetylgalactosaminyltransferase 3"
"229139_at"	2.64040758241873e-08	2.59163285993976e-11	2481.26669241131	"JPH1"	"junctophilin 1"
"204417_at"	2.64040758241873e-08	2.60975083240708e-11	2476.6577647773	"GALC"	"galactosylceramidase"
"203535_at"	2.64040758241873e-08	2.65113769733253e-11	2466.27993533953	"S100A9"	"S100 calcium binding protein A9"
"204424_s_at"	2.64040758241873e-08	2.6824797160711e-11	2458.55644486493	"LMO3"	"LIM domain only 3"
"225846_at"	2.64040758241873e-08	2.70439551194237e-11	2453.22339966453	"ESRP1"	"epithelial splicing regulatory protein 1"
"201348_at"	2.67914472718096e-08	2.7957698164807e-11	2431.56389123667	"GPX3"	"glutathione peroxidase 3"
"232164_s_at"	2.67914472718096e-08	2.8996172952532e-11	2408.01077781641	"EPPK1"	"epiplakin 1"
"228979_at"	2.67914472718096e-08	2.90523110910905e-11	2406.7680650502	"SFTA3"	"surfactant associated 3"
"210387_at"	2.67914472718096e-08	2.98015506359932e-11	2390.4680406618	"HIST1H2BJ///HIST1H2BG"	"histone cluster 1, H2bj///histone cluster 1, H2bg"
"212859_x_at"	2.67914472718096e-08	3.10657851890488e-11	2364.10782877253	"MT1E"	"metallothionein 1E"
"223434_at"	2.67914472718096e-08	3.13325787160923e-11	2358.71834918288	"GBP3"	"guanylate binding protein 3"
"224861_at"	2.67914472718096e-08	3.13583357513881e-11	2358.2011105682	"GNAQ"	"G protein subunit alpha q"
"1559258_a_at"	2.67914472718096e-08	3.2609353086666e-11	2333.70774039362	"CT83"	"cancer/testis antigen 83"
"204602_at"	2.67914472718096e-08	3.3014594766967e-11	2326.02762420222	"DKK1"	"dickkopf WNT signaling pathway inhibitor 1"
"207345_at"	2.67914472718096e-08	3.3028973037767e-11	2325.75732384707	"FST"	"follistatin"
"203571_s_at"	2.67914472718096e-08	3.32310841891531e-11	2321.9734892274	"ADIRF"	"adipogenesis regulatory factor"
"201506_at"	2.67914472718096e-08	3.35150332176456e-11	2316.70648036681	"TGFBI"	"transforming growth factor beta induced"
"202388_at"	2.67914472718096e-08	3.38108799589366e-11	2311.2785592576	"RGS2"	"regulator of G-protein signaling 2"
"221911_at"	2.74649085596369e-08	3.52236070192845e-11	2286.16409430231	"ETV1"	"ETS variant 1"
"1554242_a_at"	2.74649085596369e-08	3.56654505301183e-11	2278.57003157533	"COCH"	"cochlin"
"227126_at"	2.82994284541782e-08	3.79599247278905e-11	2240.96453268199	"PTPRG"	"protein tyrosine phosphatase, receptor type G"
"211024_s_at"	2.82994284541782e-08	3.79695721560082e-11	2240.81253790405	"NKX2-1"	"NK2 homeobox 1"
"224862_at"	2.82994284541782e-08	3.87568179657762e-11	2228.5718209868	"GNAQ"	"G protein subunit alpha q"
"204409_s_at"	2.82994284541782e-08	3.92364659180465e-11	2221.26720529327	"EIF1AY"	"eukaryotic translation initiation factor 1A, Y-linked"
"209031_at"	2.82994284541782e-08	3.93371113400557e-11	2219.74881258592	"CADM1"	"cell adhesion molecule 1"
"219263_at"	2.84625966062191e-08	4.00844981925719e-11	2208.62511671778	"RNF128"	"ring finger protein 128, E3 ubiquitin protein ligase"
"212096_s_at"	2.89657128610986e-08	4.16894784104687e-11	2185.60112363616	"MTUS1"	"microtubule associated tumor suppressor 1"
"203404_at"	2.89657128610986e-08	4.233526785117e-11	2176.65160294414	"ARMCX2"	"armadillo repeat containing, X-linked 2"
"228335_at"	2.89657128610986e-08	4.23823873596321e-11	2176.00538318419	"CLDN11"	"claudin 11"
"1557779_at"	2.94822355000005e-08	4.36773859259267e-11	2158.59331019767	"LINC01468"	"long intergenic non-protein coding RNA 1468"
"205625_s_at"	2.96498516791306e-08	4.44679988603331e-11	2148.28127816235	"CALB1"	"calbindin 1"
"202833_s_at"	3.05859157915107e-08	4.65373992178351e-11	2122.35425169226	"SERPINA1"	"serpin family A member 1"
"220004_at"	3.05859157915107e-08	4.69907073888779e-11	2116.8694639196	"DDX43"	"DEAD-box helicase 43"
"223687_s_at"	3.37172997801739e-08	5.24182986980299e-11	2055.99319421534	"LY6K"	"lymphocyte antigen 6 complex, locus K"
"212543_at"	3.41122485752576e-08	5.36562117507482e-11	2043.22165482803	"AIM1"	"absent in melanoma 1"
"211429_s_at"	3.4169108178836e-08	5.49936722050775e-11	2029.83590050356	"SERPINA1"	"serpin family A member 1"
"228865_at"	3.4169108178836e-08	5.49955467716062e-11	2029.81742941177	"C1orf116"	"chromosome 1 open reading frame 116"
"238021_s_at"	3.43933044229039e-08	5.59854429563502e-11	2020.17335437216	"CRNDE"	"colorectal neoplasia differentially expressed (non-protein coding)"
"203180_at"	3.51273136144705e-08	5.81924470664688e-11	1999.42826738454	"ALDH1A3"	"aldehyde dehydrogenase 1 family member A3"
"1557921_s_at"	3.51273136144705e-08	5.90424913117329e-11	1991.70227789829	"LOC100506498"	"uncharacterized LOC100506498"
"221731_x_at"	3.51273136144705e-08	5.910768820359e-11	1991.11553029306	"VCAN"	"versican"
"203691_at"	3.55993260362969e-08	6.11574064821108e-11	1973.07619739018	"PI3"	"peptidase inhibitor 3"
"230193_at"	3.55993260362969e-08	6.18798588986008e-11	1966.89961851601	"WDR66"	"WD repeat domain 66"
"217763_s_at"	3.55993260362969e-08	6.19243193243307e-11	1966.52249163997	"RAB31"	"RAB31, member RAS oncogene family"
"213524_s_at"	3.55993260362969e-08	6.32328182570208e-11	1955.57456766901	"G0S2"	"G0/G1 switch 2"
"211959_at"	3.55993260362969e-08	6.3747972858812e-11	1951.34281571064	"IGFBP5"	"insulin like growth factor binding protein 5"
"204114_at"	3.55993260362969e-08	6.42281435008484e-11	1947.4372562587	"NID2"	"nidogen 2"
"204015_s_at"	3.55993260362969e-08	6.44596850039943e-11	1945.56716030259	"DUSP4"	"dual specificity phosphatase 4"
"213711_at"	3.76176293608107e-08	6.8802248487994e-11	1911.99412290955	"KRT81"	"keratin 81"
"1554593_s_at"	3.77637799119805e-08	6.97602518721541e-11	1904.94804928108	"SLC1A6"	"solute carrier family 1 member 6"
"204268_at"	3.86815117577834e-08	7.22375429115641e-11	1887.28195961624	"S100A2"	"S100 calcium binding protein A2"
"218729_at"	3.86815117577834e-08	7.33245153239619e-11	1879.77101284269	"LXN"	"latexin"
"227345_at"	3.86815117577834e-08	7.37189532422446e-11	1877.08025039975	"TNFRSF10D"	"TNF receptor superfamily member 10d"
"204779_s_at"	3.86815117577834e-08	7.4285482113713e-11	1873.24726241086	"HOXB7"	"homeobox B7"
"205229_s_at"	3.88238135101612e-08	7.5295480167561e-11	1866.50486121243	"COCH"	"cochlin"
"203305_at"	3.88238135101612e-08	7.59789308749382e-11	1862.00702068409	"F13A1"	"coagulation factor XIII A chain"
"212154_at"	3.89647734064392e-08	7.71719458117044e-11	1854.27718263099	"SDC2"	"syndecan 2"
"219983_at"	3.89647734064392e-08	7.76801152501485e-11	1851.03044805621	"HRASLS"	"HRAS like suppressor"
"227623_at"	3.93882875037059e-08	7.92448399708761e-11	1841.19983266058	"CACNA2D1"	"calcium voltage-gated channel auxiliary subunit alpha2delta 1"
"211548_s_at"	4.11306809942595e-08	8.35273864066808e-11	1815.50498870671	"HPGD"	"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"232760_at"	4.11306809942595e-08	8.4571796151795e-11	1809.49093928527	"TEX15"	"testis expressed 15"
"210253_at"	4.11306809942595e-08	8.50071687672852e-11	1807.01163480404	"HTATIP2"	"HIV-1 Tat interactive protein 2"
"242005_at"	4.11752086948992e-08	8.58522869907363e-11	1802.24455606074	"LINC00973"	"long intergenic non-protein coding RNA 973"
"213506_at"	4.1350354602838e-08	8.69737682547119e-11	1796.0095636019	"F2RL1"	"F2R like trypsin receptor 1"
"202949_s_at"	4.22056412470885e-08	9.0108111638068e-11	1779.11034268443	"FHL2"	"four and a half LIM domains 2"
"219936_s_at"	4.22056412470885e-08	9.08745240872901e-11	1775.09116748222	"GPR87"	"G protein-coupled receptor 87"
"225945_at"	4.22056412470885e-08	9.12458253225222e-11	1773.15941653666	"ZNF655"	"zinc finger protein 655"
"225667_s_at"	4.22056412470885e-08	9.18604720329864e-11	1769.98340443217	"FAM84A"	"family with sequence similarity 84 member A"
"202158_s_at"	4.39250200363e-08	9.64060796407134e-11	1747.30141341762	"CELF2"	"CUGBP, Elav-like family member 2"
"216268_s_at"	4.40636689390858e-08	9.75163043736512e-11	1741.96676769692	"JAG1"	"jagged 1"
"202615_at"	4.4382545949943e-08	9.94399083993564e-11	1732.90349293882	"GNAQ"	"G protein subunit alpha q"
"228155_at"	4.4382545949943e-08	9.9845508035537e-11	1731.02079054814	"FAM213A"	"family with sequence similarity 213 member A"
"226610_at"	4.4585297638977e-08	1.01117090210026e-10	1725.18060820879	"CENPV"	"centromere protein V"
"201839_s_at"	4.48879770261885e-08	1.02624547384976e-10	1718.37642380498	"EPCAM"	"epithelial cell adhesion molecule"
"209099_x_at"	4.55984255660247e-08	1.05403365344642e-10	1706.15939254849	"JAG1"	"jagged 1"
"219525_at"	4.55984255660247e-08	1.06704971851371e-10	1700.57633721715	"SLC47A1"	"solute carrier family 47 member 1"
"1557938_s_at"	4.55984255660247e-08	1.06978020902812e-10	1699.4160721264	"PTRF"	"polymerase I and transcript release factor"
"209699_x_at"	4.55984255660247e-08	1.07584762652349e-10	1696.85122304068	"LOC101930400///AKR1C2"	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
"214452_at"	4.57496738617802e-08	1.08778374065504e-10	1691.85858943048	"BCAT1"	"branched chain amino acid transaminase 1"
"203570_at"	4.8921036238302e-08	1.17659764370546e-10	1656.76500302377	"LOXL1"	"lysyl oxidase like 1"
"236302_at"	4.8921036238302e-08	1.18108400246106e-10	1655.08188962209	"PPM1E"	"protein phosphatase, Mg2+/Mn2+ dependent 1E"
"219885_at"	4.93212394175831e-08	1.2001986951337e-10	1648.00046169275	"SLFN12"	"schlafen family member 12"
"211711_s_at"	4.93212394175831e-08	1.2087875778612e-10	1644.86488452934	"PTEN"	"phosphatase and tensin homolog"
"203913_s_at"	4.96094795618635e-08	1.22492542128058e-10	1639.04899746509	"HPGD"	"hydroxyprostaglandin dehydrogenase 15-(NAD)"
"221085_at"	4.99143683983348e-08	1.25428801546784e-10	1628.71194548381	"TNFSF15"	"tumor necrosis factor superfamily member 15"
"209301_at"	4.99143683983348e-08	1.2582437927334e-10	1627.34275801068	"CA2"	"carbonic anhydrase 2"
"207069_s_at"	4.99143683983348e-08	1.25984139715962e-10	1626.79133415042	"SMAD6"	"SMAD family member 6"
"228006_at"	5.02894513873177e-08	1.27850640015312e-10	1620.41388073219	"PTEN"	"phosphatase and tensin homolog"
"201131_s_at"	5.03564509438789e-08	1.293788220868e-10	1615.27955497716	"CDH1"	"cadherin 1"
"226218_at"	5.03564509438789e-08	1.29863001062404e-10	1613.66882980409	"IL7R"	"interleukin 7 receptor"
"224325_at"	5.11760513001361e-08	1.32912652667935e-10	1603.69536448164	"MIR4683///FZD8"	"microRNA 4683///frizzled class receptor 8"
"225289_at"	5.13086248967608e-08	1.34195397535195e-10	1599.58652994296	"STAT3"	"signal transducer and activator of transcription 3"
"225033_at"	5.17375423743832e-08	1.37580786522451e-10	1588.97727389749	"ST3GAL1"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"217762_s_at"	5.17375423743832e-08	1.38876268308939e-10	1585.00455826434	"RAB31"	"RAB31, member RAS oncogene family"
"205681_at"	5.17375423743832e-08	1.39166101226662e-10	1584.12218059938	"BCL2A1"	"BCL2 related protein A1"
"226757_at"	5.17375423743832e-08	1.39282342679075e-10	1583.76894462371	"IFIT2"	"interferon induced protein with tetratricopeptide repeats 2"
"208992_s_at"	5.17375423743832e-08	1.40704733705454e-10	1579.47657292332	"STAT3"	"signal transducer and activator of transcription 3"
"228049_x_at"	5.17375423743832e-08	1.40994857133664e-10	1578.60780841656	"SNHG19"	"small nucleolar RNA host gene 19"
"201058_s_at"	5.3047900180582e-08	1.45536077312982e-10	1565.29742606089	"MYL9"	"myosin light chain 9"
"223541_at"	5.31230885830717e-08	1.46713971212507e-10	1561.93072074983	"HAS3"	"hyaluronan synthase 3"
"206373_at"	5.33733044629246e-08	1.49727938815949e-10	1553.46970555933	"ZIC1"	"Zic family member 1"
"223551_at"	5.33733044629246e-08	1.49838980143828e-10	1553.16211056446	"PKIB"	"protein kinase (cAMP-dependent, catalytic) inhibitor beta"
"221530_s_at"	5.33733044629246e-08	1.51000923026878e-10	1549.96063529843	"BHLHE41"	"basic helix-loop-helix family member e41"
"232752_at"	5.33733044629246e-08	1.51999891384451e-10	1547.23304197862	"LOXL1-AS1"	"LOXL1 antisense RNA 1"
"232683_s_at"	5.33733044629246e-08	1.52285971581458e-10	1546.45610488167	"PARP6"	"poly(ADP-ribose) polymerase family member 6"
"214091_s_at"	5.41357448091531e-08	1.55451521445579e-10	1537.98061049313	"GPX3"	"glutathione peroxidase 3"
"227760_at"	5.50607083933159e-08	1.59224122619225e-10	1528.16083021428	"IGFBPL1"	"insulin like growth factor binding protein like 1"
"225782_at"	5.50607083933159e-08	1.60863371684924e-10	1523.98538824641	"MSRB3"	"methionine sulfoxide reductase B3"
"205483_s_at"	5.50607083933159e-08	1.62123108507614e-10	1520.81307546962	"ISG15"	"ISG15 ubiquitin-like modifier"
"219639_x_at"	5.50607083933159e-08	1.63914179945146e-10	1516.356089356	"PARP6"	"poly(ADP-ribose) polymerase family member 6"
"228293_at"	5.50607083933159e-08	1.64094438113091e-10	1515.91094433622	"DEPDC7"	"DEP domain containing 7"
"213285_at"	5.50607083933159e-08	1.64149894249849e-10	1515.7741207386	"TMEM30B"	"transmembrane protein 30B"
"227230_s_at"	5.57266965675559e-08	1.67483154085802e-10	1507.65605868433	"KIAA1211"	"KIAA1211"
"204595_s_at"	5.57266965675559e-08	1.68173844236794e-10	1505.99947761354	"STC1"	"stanniocalcin 1"
"230563_at"	5.6627998852744e-08	1.71929543841893e-10	1497.14003224975	"RASGEF1A"	"RasGEF domain family member 1A"
"214079_at"	5.70330446896101e-08	1.7420244102725e-10	1491.89660870162	"DHRS2"	"dehydrogenase/reductase 2"
"213012_at"	5.79697643752548e-08	1.78971866728276e-10	1481.17026083139	"NEDD4"	"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
"205479_s_at"	5.79697643752548e-08	1.79184091073033e-10	1480.7014052108	"PLAU"	"plasminogen activator, urokinase"
"201667_at"	5.93399153697171e-08	1.85130269470199e-10	1467.84380117685	"GJA1"	"gap junction protein alpha 1"
"227949_at"	5.93399153697171e-08	1.85796945373166e-10	1466.43487578947	"PHACTR3"	"phosphatase and actin regulator 3"
"223278_at"	5.93399153697171e-08	1.87851175656545e-10	1462.13349331978	"GJB2"	"gap junction protein beta 2"
"212013_at"	5.93399153697171e-08	1.88987989141652e-10	1459.77862628195	"PXDN"	"peroxidasin"
"226034_at"	5.93399153697171e-08	1.91301144925077e-10	1455.04193254264	"DUSP4"	"dual specificity phosphatase 4"
"216973_s_at"	5.93399153697171e-08	1.91807808146591e-10	1454.01410760163	"HOXB7"	"homeobox B7"
"202342_s_at"	5.93399153697171e-08	1.92637045761156e-10	1452.33930055379	"TRIM2"	"tripartite motif containing 2"
"228260_at"	5.93399153697171e-08	1.93094216317374e-10	1451.41985506978	"ELAVL2"	"ELAV like neuron-specific RNA binding protein 2"
"230876_at"	5.93399153697171e-08	1.93187104450108e-10	1451.23337865782	"ZNF883"	"zinc finger protein 883"
"205513_at"	6.05820855463918e-08	1.99231731304426e-10	1439.33707556894	"TCN1"	"transcobalamin 1"
"1555673_at"	6.05820855463918e-08	1.99447195214458e-10	1438.92148774974	"KRTAP2-3///KRTAP2-4"	"keratin associated protein 2-3///keratin associated protein 2-4"
"1552617_a_at"	6.09426649585313e-08	2.03920332880608e-10	1430.41999231942	"RFWD2"	"ring finger and WD repeat domain 2"
"1555742_at"	6.09426649585313e-08	2.0393576952504e-10	1430.39106396635	"ERVH-6"	"endogenous retrovirus group H member 6"
"213943_at"	6.09426649585313e-08	2.0537290007268e-10	1427.70995672694	"TWIST1"	"twist family bHLH transcription factor 1"
"208776_at"	6.09426649585313e-08	2.08030987950195e-10	1422.81309777551	"PSMD11"	"proteasome 26S subunit, non-ATPase 11"
"200878_at"	6.09426649585313e-08	2.08237688113126e-10	1422.43562801022	"EPAS1"	"endothelial PAS domain protein 1"
"219010_at"	6.09426649585313e-08	2.0965910739934e-10	1419.85266106928	"C1orf106"	"chromosome 1 open reading frame 106"
"204523_at"	6.09426649585313e-08	2.10016275551134e-10	1419.20710916248	"ZNF140"	"zinc finger protein 140"
"210495_x_at"	6.09426649585313e-08	2.10397050402119e-10	1418.52041962804	"FN1"	"fibronectin 1"
"211719_x_at"	6.09426649585313e-08	2.11186706650645e-10	1417.10135663822	"FN1"	"fibronectin 1"
"201952_at"	6.09426649585313e-08	2.11780637258728e-10	1416.03844579751	"ALCAM"	"activated leukocyte cell adhesion molecule"
"226611_s_at"	6.1696817716839e-08	2.16543097867768e-10	1407.6497170123	"CENPV"	"centromere protein V"
"1562484_at"	6.1696817716839e-08	2.16658235055017e-10	1407.44981063683	"MEIOC"	"meiosis specific with coiled-coil domain"
"207826_s_at"	6.22109732654428e-08	2.19601606588577e-10	1402.38461862153	"ID3"	"inhibitor of DNA binding 3, HLH protein"
"233555_s_at"	6.30394802797423e-08	2.23679180142113e-10	1395.50792842286	"SULF2"	"sulfatase 2"
"229318_at"	6.34048033246448e-08	2.26135101020681e-10	1391.4422496744	"NUTM2B-AS1"	"NUTM2B antisense RNA 1"
"204944_at"	6.50876634883711e-08	2.33327517946424e-10	1379.85006553142	"PTPRG"	"protein tyrosine phosphatase, receptor type G"
"226179_at"	6.52688946123163e-08	2.35170960011455e-10	1376.95165170893	"SLC25A37"	"solute carrier family 25 member 37"
"227828_s_at"	6.58263337881254e-08	2.38383431002265e-10	1371.96886188435	"EVA1A"	"eva-1 homolog A, regulator of programmed cell death"
"227197_at"	6.65548710075044e-08	2.42239036680263e-10	1366.09963304003	"ARHGEF26"	"Rho guanine nucleotide exchange factor 26"
"223721_s_at"	6.84017433110751e-08	2.50212138312117e-10	1354.32942820499	"DNAJC12"	"DnaJ heat shock protein family (Hsp40) member C12"
"220102_at"	6.91232408050486e-08	2.5411561777439e-10	1348.7388206601	"FOXL2"	"forkhead box L2"
"202267_at"	6.9672927187128e-08	2.57410723215361e-10	1344.10352650773	"LAMC2"	"laminin subunit gamma 2"
"1555724_s_at"	6.97077106159719e-08	2.59488752625212e-10	1341.21878403568	"TAGLN"	"transgelin"
"208891_at"	6.97077106159719e-08	2.60089126029415e-10	1340.39078267264	"DUSP6"	"dual specificity phosphatase 6"
"213924_at"	7.01307879351303e-08	2.62950370858742e-10	1336.47770674117	"GNAL"	"G protein subunit alpha L"
"201746_at"	7.01541280892435e-08	2.67191648964635e-10	1330.77542827853	"TP53"	"tumor protein p53"
"201694_s_at"	7.01541280892435e-08	2.67217153559108e-10	1330.74148547314	"EGR1"	"early growth response 1"
"205767_at"	7.01541280892435e-08	2.6773216262033e-10	1330.0569619922	"EREG"	"epiregulin"
"230081_at"	7.01541280892435e-08	2.69007173459329e-10	1328.36943411839	"PLCXD3"	"phosphatidylinositol specific phospholipase C X domain containing 3"
"1554921_a_at"	7.01541280892435e-08	2.69453441220688e-10	1327.78117250256	"SCEL"	"sciellin"
"226789_at"	7.06924295830693e-08	2.7281394864248e-10	1323.39068378316	"EMB"	"embigin"
"224048_at"	7.07287486673708e-08	2.74247731458301e-10	1321.53824719662	"USP44"	"ubiquitin specific peptidase 44"
"1552487_a_at"	7.08291082090006e-08	2.76128798093159e-10	1319.12644086337	"BNC1"	"basonuclin 1"
"208893_s_at"	7.08291082090006e-08	2.78412529347689e-10	1316.22617440345	"DUSP6"	"dual specificity phosphatase 6"
"222453_at"	7.08291082090006e-08	2.79082847196056e-10	1315.38060692952	"CYBRD1"	"cytochrome b reductase 1"
"221577_x_at"	7.08291082090006e-08	2.79818699097286e-10	1314.45532860271	"GDF15"	"growth differentiation factor 15"
"210663_s_at"	7.0855293737844e-08	2.81218083970959e-10	1312.70418092238	"KYNU"	"kynureninase"
"205547_s_at"	7.27661194443207e-08	2.90132858506848e-10	1301.80169774307	"TAGLN"	"transgelin"
"213484_at"	7.42982377145841e-08	2.97600622944562e-10	1292.99040669603	"ADD2"	"adducin 2"
"229309_at"	7.54054657940106e-08	3.0341476862702e-10	1286.32188705832	"ADRB1"	"adrenoceptor beta 1"
"232235_at"	7.75763100401661e-08	3.13568624030667e-10	1275.05538996755	"DSEL"	"dermatan sulfate epimerase-like"
"208025_s_at"	7.77066347524108e-08	3.1627259244983e-10	1272.1328359223	"HMGA2"	"high mobility group AT-hook 2"
"236044_at"	7.77066347524108e-08	3.16937897572704e-10	1271.41859659545	"PLPP4"	"phospholipid phosphatase 4"
"209505_at"	8.08133619278244e-08	3.31087207532376e-10	1256.66367522817	"NR2F1"	"nuclear receptor subfamily 2 group F member 1"
"229872_s_at"	8.09413044266188e-08	3.33091787763863e-10	1254.63792855641	"LOC100996740"	"uncharacterized LOC100996740"
"220178_at"	8.21063892376883e-08	3.40184284702186e-10	1247.59262606474	"MFSD12"	"major facilitator superfamily domain containing 12"
"222662_at"	8.21063892376883e-08	3.40889809912305e-10	1246.90197873646	"PPP1R3B"	"protein phosphatase 1 regulatory subunit 3B"
