"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_2375360"	0.039273253280765	4.72705423681763e-05	19.9024583530127	"COL4A5"	"collagen type IV alpha 5 chain"
"ILMN_1703324"	0.039273253280765	4.78634255563434e-05	19.8587684598068	"PDSS1"	"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"ILMN_1737157"	0.039273253280765	4.78856884895797e-05	19.8571397803026	"GRAMD1A"	"GRAM domain containing 1A"
"ILMN_3292056"	0.039273253280765	4.81340720217309e-05	19.8390265099367	""	""
"ILMN_1660436"	0.0398164040918861	4.9641143659981e-05	19.7313332970493	"HSPA1B"	"heat shock protein family A (Hsp70) member 1B"
"ILMN_2392472"	0.0400262185818273	5.07485390805663e-05	19.6545206658917	"CENPA"	"centromere protein A"
"ILMN_2157544"	0.0414641600642799	5.4116687340702e-05	19.4320106909062	"GBF1"	"golgi brefeldin A resistant guanine nucleotide exchange factor 1"
"ILMN_3239135"	0.0414641600642799	5.52513042277978e-05	19.3605466146783	""	""
"ILMN_1714515"	0.0414641600642799	5.58254256388301e-05	19.3250123775316	"MRPS12"	"mitochondrial ribosomal protein S12"
"ILMN_2194852"	0.0414641600642799	5.76002397815034e-05	19.217712195991	""	""
"ILMN_1753607"	0.0414641600642799	5.78020539867133e-05	19.205747302901	"PNO1"	"partner of NOB1 homolog"
"ILMN_1767816"	0.0414641600642799	5.8475784945746e-05	19.1661420549575	"APH1B"	"aph-1 homolog B, gamma-secretase subunit"
"ILMN_2286014"	0.0414641600642799	5.8705042459412e-05	19.15278220142	""	""
"ILMN_1710906"	0.0434942718625394	6.2498372602174e-05	18.9398886611589	"RNF145"	"ring finger protein 145"
"ILMN_3234979"	0.0437460280413991	6.39760342848348e-05	18.8608657126133	"COQ4"	"coenzyme Q4"
"ILMN_1872419"	0.0437460280413991	6.47089568053154e-05	18.8224291328111	""	""
"ILMN_2363392"	0.0440828541132292	6.63283197775325e-05	18.7392157023432	"TNFSF14"	"tumor necrosis factor superfamily member 14"
"ILMN_1685608"	0.0440828541132292	6.75576385436023e-05	18.6775583699303	"NPTX2"	"neuronal pentraxin 2"
"ILMN_2412384"	0.0440828541132292	6.88342935775461e-05	18.6148499512295	""	""
"ILMN_1753706"	0.0440828541132292	6.89333137032513e-05	18.610040970688	"CRHR1"	"corticotropin releasing hormone receptor 1"
"ILMN_1731107"	0.0448029905310098	7.10061553541774e-05	18.5111208841376	"CCDC92"	"coiled-coil domain containing 92"
"ILMN_3269655"	0.0448349132005101	7.34802613485149e-05	18.3972237611193	""	""
"ILMN_1663640"	0.0448349132005101	7.47178757082147e-05	18.3418585158751	"MAOA"	"monoamine oxidase A"
"ILMN_1765578"	0.0448349132005101	7.49020037060509e-05	18.3337097690402	"TIPARP"	"TCDD inducible poly(ADP-ribose) polymerase"
"ILMN_2206188"	0.0448349132005101	7.55938289112731e-05	18.3032927857683	"SHROOM4"	"shroom family member 4"
"ILMN_1665384"	0.0448349132005101	7.57938646332822e-05	18.294556345739	"SH3BP5L"	"SH3 binding domain protein 5 like"
"ILMN_1679587"	0.0449575272689136	7.78938107632111e-05	18.2043798214025	""	""
"ILMN_3240943"	0.0449575272689136	8.00235275181041e-05	18.1156785591036	""	""
"ILMN_3253579"	0.0449575272689136	8.04655223540168e-05	18.097602851569	"HAUS8"	"HAUS augmin like complex subunit 8"
"ILMN_1682929"	0.0449575272689136	8.06171955400331e-05	18.0914258153002	""	""
"ILMN_1812105"	0.0449575272689136	8.15759847063153e-05	18.0526785776299	""	""
"ILMN_1703692"	0.0449575272689136	8.21174071285629e-05	18.0310241214028	""	""
"ILMN_3178553"	0.0449575272689136	8.26512451111613e-05	18.009829840313	""	""
"ILMN_2150294"	0.0450382544545211	8.44565296259405e-05	17.9392826435736	"FKBP14"	"FK506 binding protein 14"
"ILMN_1680279"	0.0450382544545211	8.54885975746003e-05	17.8997099970843	"USP49"	"ubiquitin specific peptidase 49"
"ILMN_1799667"	0.0450382544545211	8.56548169158104e-05	17.8933869540729	"KIF4A"	"kinesin family member 4A"
"ILMN_1674231"	0.0473708243068766	9.19440576513555e-05	17.6637965326023	"CHAF1B"	"chromatin assembly factor 1 subunit B"
"ILMN_1685636"	0.0473708243068766	9.20929745838735e-05	17.6585765562607	"KCNN2"	"potassium calcium-activated channel subfamily N member 2"
"ILMN_1755834"	0.0478489039775167	9.40335158360429e-05	17.591411210334	"FEN1"	"flap structure-specific endonuclease 1"
"ILMN_1663390"	0.048276903326706	9.64609132656888e-05	17.5095592623024	"CDC20"	"cell division cycle 20"
"ILMN_3235148"	0.048276903326706	9.74835788545737e-05	17.4757667095704	"RPL23AP87"	"ribosomal protein L23a pseudogene 87"
"ILMN_1792681"	0.048276903326706	9.79350996209829e-05	17.4609736445259	"CCDC86"	"coiled-coil domain containing 86"
"ILMN_1677691"	0.0490273483051403	0.000103140758504255	17.2957714701129	""	""
"ILMN_2130441"	0.0490273483051403	0.000104804183158331	17.244954196841	"HLA-H"	"major histocompatibility complex, class I, H (pseudogene)"
"ILMN_2298818"	0.0490273483051403	0.000106013951768803	17.2085631485392	"RPS29"	"ribosomal protein S29"
"ILMN_3226875"	0.0490273483051403	0.000106884204845819	17.1826730459823	""	""
"ILMN_3237755"	0.0490273483051403	0.000107020159632121	17.1786498230826	"SSPO"	"SCO-spondin"
"ILMN_2080611"	0.0490273483051403	0.000108102585966763	17.1468221607457	"PDSS1"	"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"ILMN_1728106"	0.0490273483051403	0.000109967206488282	17.0928274362877	"TNF"	"tumor necrosis factor"
"ILMN_3204842"	0.0490273483051403	0.000110368649517407	17.0813375090463	""	""
"ILMN_1689552"	0.0490273483051403	0.000111004516537586	17.0632339620229	"FAM63A"	"family with sequence similarity 63 member A"
"ILMN_1829845"	0.0490273483051403	0.000111636623838667	17.0453528245894	""	""
"ILMN_1749396"	0.0490273483051403	0.000112258931754141	17.027859914229	"LSR"	"lipolysis stimulated lipoprotein receptor"
"ILMN_2049364"	0.0490273483051403	0.000112716780427116	17.0150594848877	"METTL21A"	"methyltransferase like 21A"
"ILMN_1719986"	0.0490273483051403	0.000112925659093048	17.0092391362799	"PIK3IP1"	"phosphoinositide-3-kinase interacting protein 1"
"ILMN_3294213"	0.0496523685533249	0.000116606551023531	16.9086168506559	""	""
"ILMN_1671557"	0.0496523685533249	0.000116882350081392	16.9012219622294	"PHLDA2"	"pleckstrin homology like domain family A member 2"
"ILMN_2113738"	0.0496523685533249	0.000117826341909382	16.8760590121965	"MCMDC2"	"minichromosome maintenance domain containing 2"
"ILMN_1784709"	0.0496523685533249	0.000118964589971678	16.8460181647698	"GNPDA1"	"glucosamine-6-phosphate deaminase 1"
"ILMN_2184184"	0.0496523685533249	0.000120674748494233	16.8014864909606	"ANXA1"	"annexin A1"
"ILMN_1766505"	0.0496523685533249	0.000120735342685568	16.799921706144	"COMMD10"	"COMM domain containing 10"
"ILMN_1803811"	0.0496523685533249	0.000121709839870374	16.7748770703496	"TRIB1"	"tribbles pseudokinase 1"
"ILMN_1873300"	0.0509115298183337	0.000126881523191393	16.6456374338165	""	""
"ILMN_2188862"	0.0509115298183337	0.000128130170204306	16.6153220473437	"GDF15"	"growth differentiation factor 15"
"ILMN_3237404"	0.0509115298183337	0.000128426771781704	16.6081698634749	""	""
"ILMN_1718961"	0.0509115298183337	0.000130377208957033	16.5615959878344	"BNIP3L"	"BCL2 interacting protein 3 like"
"ILMN_1784516"	0.0509115298183337	0.00013178169404442	16.5285419780962	"CFAP70"	"cilia and flagella associated protein 70"
"ILMN_3247533"	0.0509115298183337	0.000132044610099913	16.5223984355379	""	""
"ILMN_2181540"	0.0509115298183337	0.000134869657140266	16.4572421727188	"YY1"	"YY1 transcription factor"
"ILMN_3285153"	0.0509115298183337	0.000134889125353614	16.4567985096996	""	""
"ILMN_1654851"	0.0509115298183337	0.000135453278254456	16.4439731999497	"FAM134A"	"family with sequence similarity 134 member A"
"ILMN_1660723"	0.0509115298183337	0.000135554651165608	16.441674989267	"RDH13"	"retinol dehydrogenase 13"
"ILMN_1734366"	0.051124621597157	0.000137202352827144	16.4045892603114	"RORC"	"RAR related orphan receptor C"
"ILMN_1692145"	0.0512865610827682	0.000138720702799787	16.3708562274802	"ZNF14"	"zinc finger protein 14"
"ILMN_1749996"	0.0524218958336068	0.000143874746441356	16.2593756591634	"KCNN2"	"potassium calcium-activated channel subfamily N member 2"
"ILMN_1738150"	0.0524218958336068	0.000144038060694065	16.2559170491813	"SUMO2"	"small ubiquitin-like modifier 2"
"ILMN_2209993"	0.0524218958336068	0.000146071520850656	16.2132193412254	"PLIN5"	"perilipin 5"
"ILMN_1761733"	0.0524218958336068	0.000146222560911948	16.2100746059552	"HLA-DMB"	"major histocompatibility complex, class II, DM beta"
"ILMN_1857335"	0.0529606185117946	0.000148844372970198	16.1560626514017	"LOC286254"	"uncharacterized LOC286254"
"ILMN_3224907"	0.0539112296980925	0.000152655258110103	16.0794356727326	""	""
"ILMN_1721204"	0.0539261003275833	0.000153836898426214	16.0561126592362	"CSF2RA"	"colony stimulating factor 2 receptor alpha subunit"
"ILMN_2336609"	0.0540673764437359	0.00015673643678176	15.999726562024	"SYTL2"	"synaptotagmin like 2"
"ILMN_2230672"	0.0540673764437359	0.000157014514187956	15.9943807221626	"MRPL18"	"mitochondrial ribosomal protein L18"
"ILMN_1757099"	0.0540673764437359	0.000159273632364734	15.9513420110257	"PLEKHS1"	"pleckstrin homology domain containing S1"
"ILMN_2413898"	0.0540673764437359	0.000159646780032442	15.9442993065034	"MCM10"	"minichromosome maintenance 10 replication initiation factor"
"ILMN_3187612"	0.0540673764437359	0.000159952511508633	15.9385428006676	""	""
"ILMN_2334243"	0.0543221869229301	0.000162436639474236	15.8922244983075	"CREB1"	"cAMP responsive element binding protein 1"
"ILMN_1806906"	0.0543221869229301	0.000164056252978744	15.8624531503165	"SSR3"	"signal sequence receptor subunit 3"
"ILMN_3238053"	0.0543221869229301	0.000164615314338423	15.8522533787382	""	""
"ILMN_2404063"	0.0543221869229301	0.000165987699139226	15.8273794707897	"APP"	"amyloid beta precursor protein"
"ILMN_3233442"	0.0543221869229301	0.000166445853048726	15.819127139791	""	""
"ILMN_1741430"	0.0543717680356298	0.000167746722168965	15.7958344102401	"MAGEA10"	"MAGE family member A10"
"ILMN_3268914"	0.0548322988132489	0.00017032622457468	15.7502428157432	""	""
"ILMN_2345908"	0.0566109359259211	0.000177047493122505	15.6350081610529	"DDX11"	"DEAD/H-box helicase 11"
"ILMN_1687384"	0.0566174185921103	0.000179145714675954	15.600040744084	"IFI6"	"interferon alpha inducible protein 6"
"ILMN_1683891"	0.0566174185921103	0.000179460574959672	15.5948333260563	"TFAP2C"	"transcription factor AP-2 gamma"
"ILMN_2056815"	0.0589288055928973	0.000188032238964721	15.4568923533841	"LINGO4"	"leucine rich repeat and Ig domain containing 4"
"ILMN_2269256"	0.060082627567602	0.000192983525775532	15.3804015075082	"DNAJC12"	"DnaJ heat shock protein family (Hsp40) member C12"
"ILMN_1754272"	0.0607307755904688	0.000197090162318428	15.3186172133212	"GINS3"	"GINS complex subunit 3"
"ILMN_1684217"	0.0607307755904688	0.000198368487842261	15.2996802151986	"AURKB"	"aurora kinase B"
"ILMN_2277676"	0.0607307755904688	0.000199861111826122	15.2777417555247	"ERCC1"	"ERCC excision repair 1, endonuclease non-catalytic subunit"
"ILMN_2080637"	0.0607307755904688	0.000200762388845161	15.2645840071205	"ZBTB44"	"zinc finger and BTB domain containing 44"
"ILMN_2344002"	0.0607307755904688	0.000201481980595136	15.2541263448309	"GEMIN2"	"gem nuclear organelle associated protein 2"
"ILMN_1774336"	0.0614552338629379	0.000207210406111181	15.1723476237192	"POLE2"	"DNA polymerase epsilon 2, accessory subunit"
"ILMN_1680196"	0.0614552338629379	0.000209306904689609	15.143052485244	"LAPTM4B"	"lysosomal protein transmembrane 4 beta"
"ILMN_2191331"	0.0614552338629379	0.000210352914721268	15.1285595003134	"RPS4Y2"	"ribosomal protein S4, Y-linked 2"
"ILMN_2162367"	0.0614552338629379	0.000210362054568159	15.1284332211097	"DMC1"	"DNA meiotic recombinase 1"
"ILMN_1709484"	0.0614552338629379	0.000212317560564115	15.1015564265705	"BLM"	"Bloom syndrome RecQ like helicase"
"ILMN_1710000"	0.0614552338629379	0.000214080934360174	15.0775582523054	"PEX11G"	"peroxisomal biogenesis factor 11 gamma"
"ILMN_2134381"	0.0614552338629379	0.000214080986561467	15.0775575451842	"ITPK1-AS1"	"ITPK1 antisense RNA 1"
"ILMN_2376458"	0.0614552338629379	0.000215519435267853	15.0581456147653	"CSF2RA"	"colony stimulating factor 2 receptor alpha subunit"
"ILMN_1757827"	0.0614552338629379	0.00021557316360433	15.0574233770304	"VOPP1"	"vesicular, overexpressed in cancer, prosurvival protein 1"
"ILMN_1706511"	0.0616944136484029	0.000218777231461969	15.0147156711041	"TEF"	"TEF, PAR bZIP transcription factor"
"ILMN_2261519"	0.0616944136484029	0.000219439468354122	15.0059764004299	"AIRE"	"autoimmune regulator"
"ILMN_1798581"	0.0616944136484029	0.000220323223518798	14.9943599912808	"MCM8"	"minichromosome maintenance 8 homologous recombination repair factor"
"ILMN_1790282"	0.0619297789129925	0.000222472421765499	14.9663276935977	"NUDT19"	"nudix hydrolase 19"
"ILMN_1805828"	0.0620328523423838	0.000224406050101836	14.9413664628127	"VRK1"	"vaccinia related kinase 1"
"ILMN_2099315"	0.0620328523423838	0.000226190345691144	14.9185468872541	"TRPM8"	"transient receptor potential cation channel subfamily M member 8"
"ILMN_2094360"	0.0620328523423838	0.000226775214065727	14.9111110133999	"NR2F2"	"nuclear receptor subfamily 2 group F member 2"
"ILMN_2228463"	0.062812557590766	0.000230952919738674	14.8586168477064	"DDC"	"dopa decarboxylase"
"ILMN_2075794"	0.0630732637804907	0.000233244324357836	14.8302767213534	"NLRP8"	"NLR family pyrin domain containing 8"
"ILMN_2313889"	0.0638498797481446	0.000237465478428533	14.7788809046208	"ZNF682"	"zinc finger protein 682"
"ILMN_1791912"	0.0638719651898083	0.000238897319244259	14.7616804066023	"SIDT2"	"SID1 transmembrane family member 2"
"ILMN_3224290"	0.06428258445502	0.000241791518563776	14.7272645575139	""	""
"ILMN_1900734"	0.0644701804325954	0.00024385948264976	14.7029566481477	"ITCH-IT1"	"ITCH intronic transcript 1"
"ILMN_2173294"	0.0645087348375169	0.000245368473485473	14.6853652179057	"THNSL2"	"threonine synthase like 2"
"ILMN_2215382"	0.0654408174927617	0.000250296641510256	14.6287513186595	"DDX51"	"DEAD-box helicase 51"
"ILMN_1765801"	0.0656960053284648	0.00025266092533822	14.6020346941031	"GAA"	"glucosidase alpha, acid"
"ILMN_1699022"	0.066468226274615	0.000257035382546638	14.553337204266	"ENDOD1"	"endonuclease domain containing 1"
"ILMN_1724194"	0.0667045633296734	0.000261295136825726	14.5068052487988	"NPEPL1"	"aminopeptidase-like 1"
"ILMN_1686097"	0.0667045633296734	0.000261478698160955	14.5048193272588	"TOP2A"	"topoisomerase (DNA) II alpha"
"ILMN_3193623"	0.0667045633296734	0.000262790808974188	14.490669362737	""	""
"ILMN_1681777"	0.0667045633296734	0.000263587543956404	14.4821160387993	"SHROOM2"	"shroom family member 2"
"ILMN_3226700"	0.0670270469181991	0.000267181665285638	14.4438900257675	"ZNF837"	"zinc finger protein 837"
"ILMN_1687978"	0.0670270469181991	0.000267694606587487	14.4384817764626	"PHLDA1"	"pleckstrin homology like domain family A member 1"
"ILMN_1729868"	0.0674028927260134	0.000275932983821719	14.3531847213151	"SPRYD4"	"SPRY domain containing 4"
"ILMN_1788874"	0.0674028927260134	0.0002767277354789	14.3451081807824	"SERPINA3"	"serpin family A member 3"
"ILMN_1682015"	0.0674028927260134	0.000277236561744935	14.339951014502	"GAL"	"galanin and GMAP prepropeptide"
"ILMN_2204909"	0.0674028927260134	0.000278450187102897	14.3276933205801	"XRCC2"	"X-ray repair cross complementing 2"
"ILMN_1737184"	0.0674028927260134	0.000278597719458857	14.326207336353	"CDCA7"	"cell division cycle associated 7"
"ILMN_2125675"	0.0674028927260134	0.000281572359746602	14.2964336222415	"HNRNPA1P33"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 33"
"ILMN_3253787"	0.0674028927260134	0.000283807719922348	14.2742916321189	""	""
"ILMN_1710514"	0.0674028927260134	0.000285907395004505	14.2536717759324	"BCL3"	"B-cell CLL/lymphoma 3"
"ILMN_1687857"	0.0674028927260134	0.000286881206334436	14.2441662655509	"ST6GALNAC4"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
"ILMN_3234142"	0.0674028927260134	0.000287698745842291	14.2362141582845	"LINC00623"	"long intergenic non-protein coding RNA 623"
"ILMN_1764362"	0.0674028927260134	0.000287832243373827	14.234918060934	"LYAR"	"Ly1 antibody reactive"
"ILMN_1737205"	0.0674028927260134	0.000292101570517022	14.1938214109792	"MCM4"	"minichromosome maintenance complex component 4"
"ILMN_2052163"	0.0674028927260134	0.000292221312508808	14.1926785405467	"YIPF1"	"Yip1 domain family member 1"
"ILMN_1665823"	0.0674028927260134	0.00029291424245415	14.1860752496308	""	""
"ILMN_1680652"	0.0674028927260134	0.000293510966362709	14.1804028365747	"SELENBP1"	"selenium binding protein 1"
"ILMN_3243244"	0.0674028927260134	0.000293829096768252	14.1773840170099	"SNORD80"	"small nucleolar RNA, C/D box 80"
"ILMN_2151541"	0.0674028927260134	0.000293951792304077	14.1762207114598	"DNAJC10"	"DnaJ heat shock protein family (Hsp40) member C10"
"ILMN_1655557"	0.0674028927260134	0.000294833353639557	14.1678784624905	"INTS6"	"integrator complex subunit 6"
"ILMN_1751444"	0.0677637369875021	0.000297843697428321	14.1396017464374	"NCAPG"	"non-SMC condensin I complex subunit G"
"ILMN_1685661"	0.0678860347688127	0.000299815761187622	14.1212516894231	"RRP15"	"ribosomal RNA processing 15 homolog"
"ILMN_3251085"	0.0681401596785992	0.000303119774053658	14.0908103728781	"RBBP4"	"RB binding protein 4, chromatin remodeling factor"
"ILMN_3300797"	0.0681401596785992	0.000303817883316452	14.0844261966537	""	""
"ILMN_1697694"	0.068587584301867	0.000309467966140685	14.0333565952166	"ATP6AP1"	"ATPase H+ transporting accessory protein 1"
"ILMN_1663042"	0.068587584301867	0.000310927368166497	14.0203359498881	"SDC4"	"syndecan 4"
"ILMN_1681503"	0.068587584301867	0.000311063307034706	14.0191266211723	"MCM2"	"minichromosome maintenance complex component 2"
"ILMN_1739423"	0.068587584301867	0.000311610223884822	14.0142671885434	"RN7SK"	"RNA, 7SK small nuclear"
"ILMN_1781472"	0.0705472366420493	0.000322004165304031	13.9236995242428	"CDC42BPA"	"CDC42 binding protein kinase alpha"
"ILMN_1773964"	0.0709341553130936	0.000325269144030203	13.8959279077126	"H1FX"	"H1 histone family member X"
"ILMN_2365528"	0.070951367084017	0.000329969848407653	13.8564906381569	"HAUS8"	"HAUS augmin like complex subunit 8"
"ILMN_2073307"	0.070951367084017	0.000330454422242133	13.8524612382935	"IL10"	"interleukin 10"
"ILMN_1663538"	0.070951367084017	0.000331461615949909	13.8441073172906	"CLYBL"	"citrate lyase beta like"
"ILMN_1656452"	0.070951367084017	0.000331936240771493	13.8401805609202	"C16orf59"	"chromosome 16 open reading frame 59"
"ILMN_1673282"	0.070951367084017	0.000333701993003869	13.8256271194621	"LAMP2"	"lysosomal associated membrane protein 2"
"ILMN_1759954"	0.070951367084017	0.000334343867881068	13.8203582231637	"PTMA"	"prothymosin, alpha"
"ILMN_1762787"	0.0709864674715297	0.000336009312884277	13.806740189862	"RNF26"	"ring finger protein 26"
"ILMN_1880052"	0.0714018518365498	0.000340597901821026	13.7696098435178	""	""
"ILMN_1811921"	0.0714018518365498	0.000340993143187462	13.7664379730427	"CSRP1"	"cysteine and glycine rich protein 1"
"ILMN_2370907"	0.0721322084800487	0.000346005353104644	13.7265697300073	"RAD51D"	"RAD51 paralog D"
"ILMN_2411559"	0.0722374463379117	0.000348036636837138	13.7105972442524	"PUS1"	"pseudouridylate synthase 1"
"ILMN_1739751"	0.0723909131000674	0.000350305751958148	13.692878289891	""	""
"ILMN_1703531"	0.0724873618261245	0.000352304233036972	13.6773793553791	"S1PR3"	"sphingosine-1-phosphate receptor 3"
"ILMN_2338323"	0.0729214223421979	0.000355954790715882	13.6493219067999	"CDC25B"	"cell division cycle 25B"
"ILMN_3237177"	0.0734756884732525	0.000360212998453069	13.6170007461845	"FAM175A"	"family with sequence similarity 175 member A"
"ILMN_1672124"	0.073654164912156	0.000363350314530988	13.5934615558266	"FAM198B"	"family with sequence similarity 198 member B"
"ILMN_1659285"	0.073654164912156	0.000366146223442078	13.5726759862682	"PSMG1"	"proteasome assembly chaperone 1"
"ILMN_3262849"	0.073654164912156	0.000367370820054628	13.5636282039898	""	""
"ILMN_1771523"	0.073654164912156	0.000367688167925563	13.5612890580293	"PRKACB"	"protein kinase cAMP-activated catalytic subunit beta"
"ILMN_1773119"	0.073654164912156	0.000368870043830293	13.5525974999521	"CCNF"	"cyclin F"
"ILMN_1713846"	0.0737145147897228	0.00037169511049847	13.5319482905764	"PPM1H"	"protein phosphatase, Mg2+/Mn2+ dependent 1H"
