"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"201121_s_at"	6.51716859224012e-05	9.0666528905194e-08	-8.17643128070365	8.07676919093542	-0.754026978103211	"PGRMC1"	"progesterone receptor membrane component 1"
"202214_s_at"	6.84700388866274e-05	9.83279291106258e-08	-8.13358391633837	8.00064691110955	-1.25620102525757	"CUL4B"	"cullin 4B"
"203462_x_at"	7.73996489862325e-05	1.14624979425826e-07	8.0529278916972	7.85660665933035	0.620896468513738	"EIF3B"	"eukaryotic translation initiation factor 3 subunit B"
"208525_s_at"	9.12930908484526e-05	1.41218004899399e-07	7.94391766512417	7.66037500960819	3.38294273592076	"OR2F2///OR2F1"	"olfactory receptor family 2 subfamily F member 2///olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)"
"205478_at"	9.12930908484526e-05	1.43394434308479e-07	-7.93595897946783	7.64597828432806	-2.53269572043981	"PPP1R1A"	"protein phosphatase 1 regulatory inhibitor subunit 1A"
"208853_s_at"	9.18936023115112e-05	1.49272091379389e-07	-7.91507572367763	7.60815646495866	-0.799032005283205	"CANX"	"calnexin"
"218281_at"	9.18936023115112e-05	1.5258552643387e-07	7.90367539576816	7.58748148561441	0.682471000524123	"MRPL48"	"mitochondrial ribosomal protein L48"
"205018_s_at"	0.000151078986939201	2.57640421114286e-07	-7.63428572332686	7.09321694537466	-1.31917589415053	"MBNL2"	"muscleblind like splicing regulator 2"
"201951_at"	0.000152432344074719	2.66789095674461e-07	-7.61651726287343	7.06023021024689	-0.984195566542708	"ALCAM"	"activated leukocyte cell adhesion molecule"
"AFFX-DapX-5_at"	0.000153656265479069	2.7582689131458e-07	-7.59957274959161	7.02872859600389	-1.05716842672775	""	""
"221196_x_at"	0.000157125903442547	2.95621310366188e-07	-7.56438552738965	6.96317304940669	-1.24443401369579	"BRCC3"	"BRCA1/BRCA2-containing complex subunit 3"
"218163_at"	0.000157125903442547	2.96157965470851e-07	-7.56346582846145	6.96145709119462	-0.913341208643825	"MCTS1"	"MCTS1, re-initiation and release factor"
"205756_s_at"	0.000190307414938241	3.67240445287635e-07	-7.454786621935	6.75778399022684	-0.979507379772332	"F8"	"coagulation factor VIII"
"217717_s_at"	0.000197795311285644	3.94611727365693e-07	-7.41864865471721	6.68966281016382	-0.89511490138362	"YWHAB"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"203736_s_at"	0.000197795311285644	4.00401747948122e-07	-7.41133681757411	6.67585575243189	-1.3032010853113	"PPFIBP1"	"PPFIA binding protein 1"
"212223_at"	0.000197795311285644	4.08319540418239e-07	-7.40151299538907	6.65729254938814	-1.3566326786093	"IDS"	"iduronate 2-sulfatase"
"210904_s_at"	0.000204900816020373	4.32183204817912e-07	-7.37305436816051	6.60343448167228	-1.1879221739732	"IL13RA1"	"interleukin 13 receptor subunit alpha 1"
"209118_s_at"	0.000209608087751658	4.55188048292245e-07	-7.34711778127457	6.55424280752417	-1.33507817222559	"TUBA1A"	"tubulin alpha 1a"
"216521_s_at"	0.000209608087751658	4.60925203062031e-07	-7.34086053558832	6.5423600203642	-1.10785411044983	"BRCC3"	"BRCA1/BRCA2-containing complex subunit 3"
"209022_at"	0.000221096248597523	4.96109699316796e-07	-7.30416432616277	6.47255331703114	-1.06139446443755	"STAG2"	"stromal antigen 2"
"202602_s_at"	0.000223587880855133	5.16166243377507e-07	-7.2844313826189	6.43493159644787	-1.42701439882869	"HTATSF1"	"HIV-1 Tat specific factor 1"
"213897_s_at"	0.000223587880855133	5.21768604068883e-07	7.27906085495858	6.42468228401024	1.11993474440804	"MRPL23"	"mitochondrial ribosomal protein L23"
"218325_s_at"	0.000228478510551063	5.43434953067644e-07	7.25883756126526	6.38604839157695	1.2558475286599	"DIDO1"	"death inducer-obliterator 1"
"208827_at"	0.00024495024224062	5.93605577390543e-07	7.21503866669248	6.30216524006484	0.733372177592514	"PSMB6"	"proteasome subunit beta 6"
"211623_s_at"	0.00025066471246766	6.18703010623405e-07	7.19454345015693	6.26281385086086	0.689458748575168	"FBL"	"fibrillarin"
"202532_s_at"	0.00025607524375608	6.43549506365413e-07	-7.17508220969643	6.22538925011807	-0.846221435275158	"DHFR"	"dihydrofolate reductase"
"201565_s_at"	0.000265558151840706	6.79298777315454e-07	-7.14840188495125	6.17398961204573	-0.741557140685385	"ID2"	"inhibitor of DNA binding 2, HLH protein"
"AFFX-ThrX-M_at"	0.000272749040883097	7.27112279675208e-07	-7.11490030258249	6.10929747829444	-0.81171521080017	""	""
"206429_at"	0.000272749040883097	7.34857209890107e-07	-7.10968853245691	6.09921832792686	-0.780536729771777	"F2RL1"	"F2R like trypsin receptor 1"
"202275_at"	0.000272749040883097	7.5772355751708e-07	-7.09462581768802	6.0700653445175	-1.22056447804521	"G6PD"	"glucose-6-phosphate dehydrogenase"
"221514_at"	0.000272749040883097	7.63714753034736e-07	-7.09075681034247	6.06257162479035	-0.984302736721038	"UTP14A"	"UTP14A small subunit processome component"
"201400_at"	0.000272749040883097	7.65128491275387e-07	7.08984841333686	6.06081186330862	0.576447865599251	"PSMB3"	"proteasome subunit beta 3"
"206382_s_at"	0.000272749040883097	7.7113447810596e-07	-7.0860084918928	6.05337173951407	-0.988200137025471	"BDNF"	"brain derived neurotrophic factor"
"201864_at"	0.000280665871265681	8.06112990216919e-07	-7.06424109897079	6.01115412645367	-1.15352472160933	"GDI1"	"GDP dissociation inhibitor 1"
"219283_at"	0.000290245969937493	8.46653863749812e-07	-7.04020047478661	5.96444523630486	-0.857147901931341	"C1GALT1C1"	"C1GALT1 specific chaperone 1"
"200786_at"	0.000305517659572561	9.04912513206887e-07	7.00765715088158	5.90107876624409	0.597451478848395	"PSMB7"	"proteasome subunit beta 7"
"210933_s_at"	0.000325465314660368	9.7860144873871e-07	-6.96946147062626	5.826504854309	-0.870061521240048	"FSCN1"	"fascin actin-bundling protein 1"
"201694_s_at"	0.000378488714649229	1.15990824722685e-06	6.88685937931712	5.66448914155959	0.963700839309412	"EGR1"	"early growth response 1"
"217892_s_at"	0.000378488714649229	1.17469352433372e-06	-6.88072157255446	5.65241005646412	-0.572911582295225	"LIMA1"	"LIM domain and actin binding 1"
"201459_at"	0.000378488714649229	1.19365628078037e-06	6.87296517742806	5.63713764566042	0.614852370688368	"RUVBL2"	"RuvB like AAA ATPase 2"
"208900_s_at"	0.000378488714649229	1.22525120671565e-06	-6.86031983260673	5.61221976991081	-1.44033677899978	"TOP1"	"topoisomerase (DNA) I"
"221923_s_at"	0.000378488714649229	1.23205328835765e-06	6.85764142668698	5.6069388899259	0.551985761076086	"NPM1"	"nucleophosmin"
"212560_at"	0.000378488714649229	1.24420523032266e-06	-6.85289418584763	5.59757638647995	-1.03913386401084	"SORL1"	"sortilin related receptor 1"
"220387_s_at"	0.000378488714649229	1.25692971700592e-06	-6.84797425289999	5.58786978704028	-1.65309073383112	"HHLA3"	"HERV-H LTR-associating 3"
"203819_s_at"	0.000391751260399117	1.31855425795152e-06	-6.82485165765303	5.54220306777914	-0.925821555341571	"IGF2BP3"	"insulin like growth factor 2 mRNA binding protein 3"
"204361_s_at"	0.000397743164575518	1.35878604076006e-06	-6.81034958047708	5.51352149674959	-1.53991233742907	"SKAP2"	"src kinase associated phosphoprotein 2"
"220642_x_at"	0.000397743164575518	1.3744210237542e-06	6.80483285374799	5.5026026247289	0.761169173710011	"GPR89A///GPR89B"	"G protein-coupled receptor 89A///G protein-coupled receptor 89B"
"217872_at"	0.000402188185858189	1.40783011699227e-06	6.79325835125666	5.47967946528748	0.572825662679451	"PIH1D1"	"PIH1 domain containing 1"
"201215_at"	0.000416849685768962	1.47785868939317e-06	-6.76988953369149	5.43333779563578	-0.918888740025293	"PLS3"	"plastin 3"
"204405_x_at"	0.000420398293273026	1.50930590413508e-06	6.75976445440935	5.41323430509977	0.691361134228885	"DIMT1"	"DIM1 dimethyladenosine transferase 1 homolog"
"201923_at"	0.000422713290716068	1.55509304373965e-06	6.74540461487597	5.38469686357283	0.570539900111948	"PRDX4"	"peroxiredoxin 4"
"209825_s_at"	0.000422713290716068	1.55555759272618e-06	6.74526116572497	5.38441163335317	0.682904135462529	"MIR3658///UCK2"	"microRNA 3658///uridine-cytidine kinase 2"
"209503_s_at"	0.00044243489821095	1.65033609581296e-06	6.71688134902715	5.32792279038193	0.831251040227956	"PSMC5"	"proteasome 26S subunit, ATPase 5"
"209942_x_at"	0.00044243489821095	1.68175003420736e-06	-6.70784436477954	5.30991034009589	-0.643746276332587	"MAGEA6///MAGEA3"	"MAGE family member A6///MAGE family member A3"
"218521_s_at"	0.00044243489821095	1.68769763263164e-06	-6.70615299088096	5.30653778170415	-0.883355133041754	"UBE2W"	"ubiquitin conjugating enzyme E2 W (putative)"
"200677_at"	0.000450362267805907	1.74658026427055e-06	-6.68973195409001	5.2737729438974	-0.767526015762376	"PTTG1IP"	"pituitary tumor-transforming 1 interacting protein"
"200774_at"	0.000450362267805907	1.78352733622442e-06	-6.6797169822225	5.2537708148479	-0.887700251850564	"FAM120A"	"family with sequence similarity 120A"
"212543_at"	0.000450362267805907	1.78944974523894e-06	6.67813153925427	5.25060299334298	0.975034302761893	"AIM1"	"absent in melanoma 1"
"209714_s_at"	0.000450362267805907	1.79878121593707e-06	6.67564441948694	5.24563282404948	0.601416402066475	"CDKN3"	"cyclin dependent kinase inhibitor 3"
"202538_s_at"	0.000463226535243434	1.8913315795916e-06	6.65167310431831	5.19768331754578	0.665922546441701	"CHMP2B"	"charged multivesicular body protein 2B"
"208688_x_at"	0.000463226535243434	1.89173875632332e-06	6.6515703333776	5.1974775664902	0.54657229033044	"EIF3B"	"eukaryotic translation initiation factor 3 subunit B"
"217999_s_at"	0.000464481683685462	1.92057851389135e-06	6.64434858728374	5.18301553783859	1.03528143099827	"PHLDA1"	"pleckstrin homology like domain family A member 1"
"217654_at"	0.000464481683685462	1.9385539013036e-06	6.63990367493941	5.17411054328319	2.46523803627292	"CFLAR"	"CASP8 and FADD like apoptosis regulator"
"212099_at"	0.00048465214585585	2.0622450364897e-06	-6.61042298683075	5.11497612364808	-1.10921014922841	"RHOB"	"ras homolog family member B"
"203689_s_at"	0.00048465214585585	2.06786735976641e-06	-6.60912658015395	5.11237281486797	-1.37674522563622	"FMR1"	"fragile X mental retardation 1"
"202290_at"	0.00048465214585585	2.09249980844256e-06	-6.60348924959855	5.10104969170794	-0.760502291104761	"PDAP1"	"PDGFA associated protein 1"
"208758_at"	0.00048465214585585	2.15077711281932e-06	6.59041962749654	5.07478044519599	0.560228525863797	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"206445_s_at"	0.00048465214585585	2.15200108516254e-06	6.59014905806248	5.07423635465069	0.715423556871652	"PRMT1"	"protein arginine methyltransferase 1"
"200659_s_at"	0.00048465214585585	2.15323620875686e-06	6.58987618414853	5.07368761931495	0.685131426667535	"PHB"	"prohibitin"
"203041_s_at"	0.000508964787693662	2.28409454603807e-06	-6.56184318001494	5.01725755323844	-1.0583997715898	"LAMP2"	"lysosomal associated membrane protein 2"
"213998_s_at"	0.000524560374005076	2.37762409794519e-06	6.54280229462211	4.97886407179238	1.11438430383632	"DDX17"	"DEAD-box helicase 17"
"210028_s_at"	0.000525368420227314	2.41472957045569e-06	6.53546109231002	4.964047594966	0.634774670203038	"ORC3"	"origin recognition complex subunit 3"
"215245_x_at"	0.000525368420227314	2.42844084205059e-06	-6.53277770589108	4.95862988824264	-1.34309720422126	"FMR1"	"fragile X mental retardation 1"
"211945_s_at"	0.000542228186537376	2.53146389978592e-06	-6.51310082855981	4.91887115842544	-0.896526254236157	"ITGB1"	"integrin subunit beta 1"
"203744_at"	0.000542228186537376	2.55504014658818e-06	-6.50871383454821	4.90999933452788	-0.604335200208601	"HMGB3"	"high mobility group box 3"
"200782_at"	0.00054517607765129	2.59339694973912e-06	-6.50166479488461	4.89573829745465	-0.619746482583373	"ANXA5"	"annexin A5"
"203640_at"	0.000549097251153812	2.6433593344274e-06	-6.49264216636899	4.877474115172	-1.10742696639018	"MBNL2"	"muscleblind like splicing regulator 2"
"214280_x_at"	0.000549097251153812	2.66133389241178e-06	6.48943903537904	4.8709873415584	0.67836873184622	"HNRNPA1"	"heterogeneous nuclear ribonucleoprotein A1"
"213822_s_at"	0.000552535682192752	2.70279537580263e-06	6.48213456871013	4.85618934317089	1.04253222384171	"UBE3B"	"ubiquitin protein ligase E3B"
"AFFX-PheX-5_at"	0.000562050072167708	2.7745594371695e-06	-6.46975995062201	4.83110248624943	-1.05949856806028	""	""
"213027_at"	0.000575846094999512	2.8685058809382e-06	-6.45404905576864	4.79922071284813	-0.684585628413348	"TROVE2"	"TROVE domain family member 2"
"208785_s_at"	0.000578624471180795	2.9201485756506e-06	-6.44563671990111	4.78213535578281	-0.688080181732003	"MAP1LC3B"	"microtubule associated protein 1 light chain 3 beta"
"200811_at"	0.000578624471180795	2.96153976283154e-06	6.4390040782915	4.76865747174309	1.1105251573558	"CIRBP"	"cold inducible RNA binding protein"
"202534_x_at"	0.000578624471180795	2.97008439700352e-06	-6.43764674236898	4.76589852493458	-0.797690181844668	"DHFR"	"dihydrofolate reductase"
"218313_s_at"	0.000578624471180795	3.00778783226427e-06	-6.43170504930124	4.75381826023461	-1.10871369968952	"GALNT7"	"polypeptide N-acetylgalactosaminyltransferase 7"
"214962_s_at"	0.000578624471180795	3.01218142337083e-06	6.43101765248482	4.75242036757395	0.672571549059846	"NUP160"	"nucleoporin 160"
"219073_s_at"	0.000598055295155963	3.1401727565071e-06	-6.41143304125036	4.71256500519324	-0.813174057848808	"OSBPL10"	"oxysterol binding protein like 10"
"202439_s_at"	0.000602222562523495	3.18907967409112e-06	-6.4041655615892	4.69776167490788	-0.91299371595675	"IDS"	"iduronate 2-sulfatase"
"204093_at"	0.000609072634532945	3.27784689401527e-06	6.39126309895167	4.67146198100554	0.882053015156695	"CCNH"	"cyclin H"
"218271_s_at"	0.000609072634532945	3.28002136803632e-06	6.39095156333183	4.67082667400113	1.06498634062955	"PARL"	"presenilin associated rhomboid like"
"200647_x_at"	0.0006134006440645	3.33085661409166e-06	6.3837283387592	4.6560927063224	0.542597867443956	"EIF3CL///EIF3C"	"eukaryotic translation initiation factor 3 subunit C-like///eukaryotic translation initiation factor 3 subunit C"
"214157_at"	0.000651229760791984	3.56549974494557e-06	6.35179405535253	4.59086537306039	0.812237535426556	"GNAS"	"GNAS complex locus"
"204779_s_at"	0.000661040155943023	3.66070803017833e-06	-6.33944852377291	4.56561081471142	-0.983785976600549	"HOXB7"	"homeobox B7"
"203215_s_at"	0.000661040155943023	3.68442314958901e-06	-6.33642476934952	4.55942205062427	-1.19548289119643	"MYO6"	"myosin VI"
"201120_s_at"	0.000661040155943023	3.71478767904111e-06	-6.33258227632632	4.55155572427905	-0.773632250167358	"PGRMC1"	"progesterone receptor membrane component 1"
"209023_s_at"	0.000661040155943023	3.73787459717367e-06	-6.32968228082311	4.5456175115272	-1.50513123350192	"STAG2"	"stromal antigen 2"
"215173_at"	0.000692805004535302	3.94858123125178e-06	6.30403566571798	4.49305101969942	2.33070430974212	"DNAAF1"	"dynein axonemal assembly factor 1"
"213798_s_at"	0.000713838271370411	4.1004935931164e-06	-6.2864035195427	4.45685846492538	-0.580403499605429	"CAP1"	"adenylate cyclase associated protein 1"
"202031_s_at"	0.000714195161716194	4.13459479699273e-06	6.28253778810602	4.44891774196098	0.734956470601256	"WIPI2"	"WD repeat domain, phosphoinositide interacting 2"
"206868_at"	0.000718861930532004	4.19387205354577e-06	6.27589543261052	4.43526864936356	1.42967308954978	"STARD8"	"StAR related lipid transfer domain containing 8"
"201637_s_at"	0.000737558525758833	4.37182334570329e-06	6.25651976717352	4.39541969151599	0.675164618144365	"FXR1"	"FMR1 autosomal homolog 1"
"200065_s_at"	0.000737558525758833	4.37983617196867e-06	6.25566648987379	4.39366361166741	0.549568297165539	"MIR3620///ARF1"	"microRNA 3620///ADP ribosylation factor 1"
"217833_at"	0.000737558525758833	4.40224762940021e-06	6.25328840905878	4.38876889548249	0.855168441004022	"SYNCRIP"	"synaptotagmin binding cytoplasmic RNA interacting protein"
"211501_s_at"	0.000743847938014419	4.47316894915102e-06	6.2458441060839	4.37344154114475	0.610833761763487	"EIF3B"	"eukaryotic translation initiation factor 3 subunit B"
"221553_at"	0.00076092090155334	4.60998616477588e-06	-6.23181959509433	4.34454531055547	-1.6453567559669	"MAGT1"	"magnesium transporter 1"
"209373_at"	0.000762695395333036	4.6690741579231e-06	-6.22589448947865	4.33232907963886	-0.647553590555523	"MALL"	"mal, T-cell differentiation protein like"
"AFFX-DapX-M_at"	0.000762695395333036	4.68919217163873e-06	-6.22389470197947	4.32820488593993	-0.714374600843131	""	""
"214137_at"	0.000770810662436577	4.79442194011113e-06	6.21357615724387	4.30691610953646	1.53607740917862	"PTPRJ"	"protein tyrosine phosphatase, receptor type J"
"222239_s_at"	0.000770810662436577	4.82582946893308e-06	-6.21054146869359	4.30065230745489	-1.12356727701108	"INTS6"	"integrator complex subunit 6"
"212462_at"	0.000770810662436577	4.84286194592832e-06	-6.20890421435135	4.29727238277859	-0.886382787027435	"KAT6B"	"lysine acetyltransferase 6B"
"215365_at"	0.000784148714866435	4.96185292806926e-06	6.19762857183326	4.27398519589564	1.9245856574936	"CACNB2"	"calcium voltage-gated channel auxiliary subunit beta 2"
"201113_at"	0.000809394919546488	5.17514394305046e-06	6.17809524758678	4.23360283494599	0.522112729491003	"TUFM"	"Tu translation elongation factor, mitochondrial"
"210655_s_at"	0.000809394919546488	5.19425003344019e-06	-6.17638602728311	4.23006680496052	-3.02859823246876	"FOXO3B///FOXO3"	"forkhead box O3B pseudogene///forkhead box O3"
"218668_s_at"	0.000816539351996482	5.29945841209784e-06	-6.16708832770336	4.21082482889313	-1.15591816245401	"RAP2C"	"RAP2C, member of RAS oncogene family"
"203857_s_at"	0.000816539351996482	5.31338715790019e-06	6.16587161812099	4.20830593318053	0.729978686131075	"MIR7110///PDIA5"	"microRNA 7110///protein disulfide isomerase family A member 5"
"206059_at"	0.000843113692944521	5.52414841672576e-06	-6.14785063733314	4.17097457223378	-1.18041670321157	"ZNF91"	"zinc finger protein 91"
"215215_s_at"	0.000885727370706579	5.84653568668296e-06	6.12160763008819	4.11653276041382	1.02384439853627	"LOC81691"	"exonuclease NEF-sp"
"211237_s_at"	0.000885727370706579	5.90707425146405e-06	-6.11684571670703	4.10664415106645	-2.44464235118376	"FGFR4"	"fibroblast growth factor receptor 4"
"210014_x_at"	0.000885727370706579	5.93491396013029e-06	6.1146726611142	4.1021305671477	0.592950515240005	"IDH3B"	"isocitrate dehydrogenase 3 (NAD(+)) beta"
"206295_at"	0.000885727370706579	5.96235271758681e-06	-6.11254111796348	4.09770259434593	-1.14923906305102	"IL18"	"interleukin 18"
"214711_at"	0.000891661107406292	6.04231150286542e-06	-6.10638658492892	4.0849140368383	-0.868183262397627	"GATC"	"glutamyl-tRNA amidotransferase subunit C"
"214794_at"	0.000896598352891883	6.11613362980917e-06	6.10077817890622	4.07325588137575	0.614473523336176	"PA2G4"	"proliferation-associated 2G4"
"200828_s_at"	0.000896598352891883	6.19315351195099e-06	6.09500042311065	4.06124131763524	0.587528089407504	"ZNF207"	"zinc finger protein 207"
"201540_at"	0.000896598352891883	6.19647921488803e-06	-6.094752604736	4.06072589192996	-1.14887692081523	"FHL1"	"four and a half LIM domains 1"
"217564_s_at"	0.000907171622986145	6.3102634996568e-06	-6.08635508780376	4.04325546742898	-1.12693258248765	"CPS1"	"carbamoyl-phosphate synthase 1"
"212331_at"	0.000910166540776208	6.37194185527481e-06	-6.08186781971002	4.03391619173921	-1.20221812384446	"RBL2"	"RB transcriptional corepressor like 2"
"208792_s_at"	0.000918743731737566	6.4732202074585e-06	-6.07459537234332	4.01877449762934	-1.79999691838946	"CLU"	"clusterin"
"201669_s_at"	0.000928163733300036	6.58124444021926e-06	-6.0669661231442	4.00288239108449	-0.770364953102309	"MARCKS"	"myristoylated alanine rich protein kinase C substrate"
"218499_at"	0.000935538844364874	6.67552287636382e-06	-6.0604119752957	3.98922362846459	-0.924986815921402	"STK26"	"serine/threonine protein kinase 26"
"215926_x_at"	0.000936840875625618	6.72685635238069e-06	6.05688314790678	3.98186724691547	1.50065619813648	"SNAPC4"	"small nuclear RNA activating complex polypeptide 4"
"216804_s_at"	0.000964527090576187	6.96893872381484e-06	-6.04060570090275	3.94791317198021	-1.26770259170226	"PDLIM5"	"PDZ and LIM domain 5"
"200920_s_at"	0.00102522017608633	7.453469843647e-06	6.00970042441457	3.88335036274987	0.641062480406257	"BTG1"	"BTG anti-proliferation factor 1"
"214240_at"	0.00103381126617265	7.56232268483338e-06	6.00304118231365	3.86942249767168	0.528330106429278	"GAL"	"galanin and GMAP prepropeptide"
"203186_s_at"	0.00104339376189365	7.67924323253418e-06	-5.99599703572646	3.85468331725509	-1.03543026001908	"S100A4"	"S100 calcium binding protein A4"
"211612_s_at"	0.00106070656493168	7.85426483030686e-06	-5.98565544048664	3.83303287003672	-0.755902169282994	"IL13RA1"	"interleukin 13 receptor subunit alpha 1"
"205967_at"	0.00106296697989327	8.05995163051245e-06	-5.97379985628127	3.80819578495751	-0.947126437179143	"HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I"	"histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i"
"208821_at"	0.00106296697989327	8.06416769228634e-06	5.973560104387	3.80769332451453	0.842222192458902	"SNRPB"	"small nuclear ribonucleoprotein polypeptides B and B1"
"202829_s_at"	0.00106296697989327	8.08782182115328e-06	-5.97221736054846	3.80487912952356	-0.685065011445555	"VAMP7"	"vesicle associated membrane protein 7"
"212007_at"	0.00106296697989327	8.09606070245388e-06	-5.97175061993331	3.8039008547985	-0.72267339089597	"UBXN4"	"UBX domain protein 4"
"202686_s_at"	0.00106296697989327	8.13194023674439e-06	-5.96972367316073	3.79965210702622	-0.71719242329767	"AXL"	"AXL receptor tyrosine kinase"
"221675_s_at"	0.00106296697989327	8.15722091108687e-06	5.96830098920863	3.79666965699547	1.10319388718961	"CHPT1"	"choline phosphotransferase 1"
"202575_at"	0.00108654005893949	8.3868819341019e-06	-5.95558004587224	3.76999045033502	-1.85054921554149	"CRABP2"	"cellular retinoic acid binding protein 2"
