Gene,Entrez,Fold change
ACRV1,56,0.193376
ACSBG1,23205,0.4336986
ACSBG2,81616,0.3329141
ACSF2,80221,0.2973294
ACSL1,2180,-0.1876381
ACSL3,2181,-0.169211
ACSL4,2182,-0.1862438
ACSL5,51703,-0.2158129
ACSL6,23305,-0.1149096
ACSM1,116285,-0.0745059
ACSM3,6296,0.2309201
ACSM5,54988,0.3068247
ACSS3,79611,-0.0072146
ACTA1,58,-0.1884026
ACTA2,59,-0.0643482
ACTB,60,0.2738731
ACTBP9,69,0.3290995
ACTC1,70,-0.0909546
ACTG1,71,-0.0693719
ACTG2,72,-0.3403016
ACTL6A,86,0.229962
ACTL6B,51412,0.3190624
ACTL7A,10881,-0.2134759
ACTL7B,10880,-0.1027851
ACTL8,81569,-0.1795703
ACTN1,87,0.2437246
ACTN2,88,0.6102622
ACTN3,89,-0.5118393
ACTN4,81,0.1860593
ACTR10,55860,-0.5773528
ACTR1A,10121,0.376616
ACTR1B,10120,0.2264901
ACTR2,10097,-0.5364993
ACTR3,10096,-0.162687
ACTR3B,57180,0.0419268
ACTR5,79913,0.2209242
ACTR6,64431,0.1341614
ACTR8,93973,0.1202593
ACVR1,90,-0.178878
ACVR1B,91,0.9239244
ACVR2A,92,-0.3100335
ACVR2B,93,0.1159083
ACVR2B-AS1,100128640,0.0642603
ACVRL1,94,-0.1999155
ACYP1,97,0.0863719
ACYP2,98,-0.1998523
ADA,100,0.9719147
ADAM10,102,-0.1995369
ADAM11,4185,0.1990549
ADAM12,8038,0.4048927
ADAM15,8751,0.0233975
ADAM17,6868,-0.6846524
ADAM18,8749,0.309824
ADAM19,8728,-0.8699541
ADAM2,2515,0.8504746
ADAM20,8748,0.4325247
ADAM22,53616,0.4194914
ADAM23,8745,-0.1148889
ADAM28,10863,-0.4783368
ADAM29,11086,0.156518
ADAM30,11085,-0.1564873
ADAM3A,1587,-0.3781059
ADAM3B,1596,-0.0781639
ADAM5,255926,0.3010042
ADAM7,8756,0.3363958
ADAM8,101,0.9897969
ADAM9,8754,-0.0611129
ADAMDEC1,27299,-0.1537177
ADAMTS1,9510,-0.6991405
ADAMTS12,81792,0.2068229
ADAMTS13,11093,0.2548417
ADAMTS2,9509,-0.2232523
ADAMTS20,80070,0.1335259
ADAMTS3,9508,0.1404684
ADAMTS5,11096,-0.1565964
ADAMTS6,11174,-0.2931087
ADAMTS7,11173,0.6611627
ADAMTS8,11095,0.0740028
ADAMTS9,56999,-0.0810962
ADAMTSL2,9719,0.0993609
ADAMTSL3,57188,-0.0254378
ADAMTSL4,54507,-0.1671706
ADAP1,11033,0.5359079
ADAP2,55803,0.3000041
ADAR,103,0.1025272
ADARB1,104,0.3317165
ADARB2,105,-0.4970418
ADAT1,23536,0.0065702
ADCK2,90956,0.9596687
ADCK3,56997,0.3070728
ADCK4,79934,0.5791026
ADCY1,107,0.455671
ADCY10,55811,0.4493552
ADCY2,108,0.2736312
ADCY3,109,0.2158945
ADCY6,112,0.1400877
ADCY7,113,0.4090264
ADCY8,114,-0.3721997
ADCY9,115,-0.2729505
ADCYAP1,116,-0.4846455
ADCYAP1R1,117,-0.3610523
ADD1,118,0.4584655
ADD2,119,-0.3846395
ADD3,120,-0.3285633
ADGB,79747,0.7076364
ADH1A,124,0.6275012
ADH1B,125,-0.8648347
ADH1C,126,0.0636735
ADH5,128,-0.42581
ADH6,130,0.3889239
ADH7,131,0.0095728
ADI1,55256,-0.5031609
ADIPOQ,9370,-0.516194
ADIPOR1,51094,0.0451202
ADIPOR2,79602,0.2423086
ADIRF,10974,0.1185527
ADK,132,-0.1399831
ADM,133,-0.7650403
ADM2,79924,-0.5146539
ADNP,23394,0.1021735
ADNP2,22850,-0.1815722
ADO,84890,0.141558
ADORA1,134,-0.1158628
ADORA2B,136,-0.156808
ADORA3,140,-0.053391
ADPGK,83440,-0.00444
ADPRH,141,-0.2882694
ADPRM,56985,0.1185848
ADRA1A,148,0.7572717
ADRA1B,147,-0.3572951
ADRA1D,146,0.2409403
ADRA2A,150,-0.1220858
ADRA2B,151,0.1933317
ADRA2C,152,-0.1005833
ADRB1,153,0.3322855
ADRB2,154,-0.1401211
ADRB3,155,-0.586249
ADRBK1,156,-0.4471778
ADRBK2,157,0.7290329
ADRM1,11047,0.0740059
ADSL,158,0.3265225
ADSS,159,0.0044753
ADTRP,84830,0.0135687
AEBP1,165,-0.2013821
AEN,64782,0.4970318
AES,166,0.0603321
AFAP1,60312,0.2367637
AFF1,4299,-0.6542393
AFF2,2334,0.416346
AFF3,3899,0.1898399
AFF4,27125,-0.1372703
AFG3L2,10939,0.0269519
AFM,173,0.2287543
AFP,174,0.2463627
AFTPH,54812,0.0802587
AGA,175,-0.2217314
AGAP1,116987,-0.2519612
AGAP2,116986,0.3223531
AGBL2,79841,0.3364967
AGBL3,340351,0.0016168
AGBL5,60509,0.0037396
AGER,177,0.2461853
AGFG1,3267,0.7292909
AGFG2,3268,0.6185723
AGGF1,55109,0.6348323
AGK,55750,0.415386
AGL,178,-0.3692144
AGMAT,79814,-0.1830552
AGO1,26523,0.1080148
AGO2,27161,-0.1394211
AGO3,192669,0.0116565
AGO4,192670,0.1035716
AGPAT1,10554,0.3720496
AGPAT2,10555,-0.1109673
AGPAT3,56894,0.0646004
AGPAT4,56895,0.851045
AGPAT5,55326,-0.1307807
AGPS,8540,-0.1409478
AGR2,10551,0.333828
AGRN,375790,0.3827731
AGRP,181,-0.0508871
AGT,183,-0.046866
AGTPBP1,23287,-0.3634584
AGTR1,185,0.2800983
AGTR2,186,0.2432473
AGXT,189,0.4205999
AHCTF1,25909,-0.0415001
AHCY,191,0.4221597
AHCYL1,10768,0.1588469
AHCYL2,23382,-0.4823434
AHDC1,27245,0.8867478
AHI1,54806,-0.2583139
AHNAK,79026,-0.6001439
AHNAK2,113146,-0.199162
AHR,196,0.2421357
AHSA1,10598,0.1854274
AHSG,197,0.1773537
AHSP,51327,0.6317338
AICDA,57379,0.698387
AIDA,64853,-0.3805719
AIF1,199,-0.6119175
AIFM1,9131,-0.2267744
AIM1,202,-0.1917339
AIM1L,55057,0.7712214
AIM2,9447,0.1730837
AIMP1,9255,0.0639508
AIMP2,7965,0.1124045
AIP,9049,0.2650317
AIPL1,23746,0.1775143
AIRE,326,-0.136989
AJAP1,55966,-0.4578428
AK1,203,0.2723706
AK2,204,0.3538567
AK4,205,-0.3047129
AK5,26289,-0.1742227
AKAP1,8165,0.4155007
AKAP10,11216,0.3269576
AKAP11,11215,-0.4598843
AKAP12,9590,-0.6006794
AKAP13,11214,-0.9152871
AKAP17A,8227,-0.5346852
AKAP3,10566,-0.1157055
AKAP4,8852,0.0153672
AKAP5,9495,0.6999596
AKAP6,9472,0.1878757
AKAP7,9465,0.6358626
AKAP8,10270,0.2203954
AKAP8L,26993,0.60864
AKAP9,10142,-0.155782
AKIP1,56672,0.2787076
AKIRIN1,79647,-0.3049038
AKIRIN2,55122,-0.1241501
AKR1A1,10327,0.3657183
AKR1B1,231,0.1827582
AKR1B10,57016,0.6923006
AKR1C1,1645,0.1646735
AKR1C2,1646,0.166474
AKR1C3,8644,-0.1049903
AKR1C4,1109,0.2081447
AKR1D1,6718,0.4838905
AKR7A2,8574,0.5128032
AKR7A3,22977,0.4404115
AKT1,207,0.4667728
AKT2,208,-0.4853902
AKT3,10000,-0.6122578
AKTIP,64400,-0.0892115
ALAD,210,0.2960227
ALAS1,211,0.5030242
ALAS2,212,0.0437208
ALB,213,-0.5572363
ALCAM,214,-0.3560375
ALDH18A1,5832,0.0461699
ALDH1A1,216,-0.729193
ALDH1A2,8854,0.2816795
ALDH1A3,220,-0.5281215
ALDH1B1,219,0.6079229
ALDH1L1,10840,0.8421665
ALDH2,217,-0.1268423
ALDH3A1,218,-0.0717134
ALDH3A2,224,0.210015
ALDH3B1,221,-0.2082516
ALDH3B2,222,0.4074957
ALDH4A1,8659,0.3821364
ALDH5A1,7915,-1.2263644
ALDH6A1,4329,0.1317838
ALDH7A1,501,0.3619619
ALDH8A1,64577,-0.1520104
ALDH9A1,223,0.2524546
ALDOA,226,0.1385944
ALDOAP2,228,-0.1447828
ALDOB,229,-0.3812142
ALDOC,230,-0.1453376
ALG12,79087,0.1670749
ALG13,79868,-0.4064229
ALG3,10195,0.0605145
ALG5,29880,-0.5071431
ALG6,29929,-0.6476632
ALG8,79053,-0.1202343
ALK,238,-0.4401067
ALKBH1,8846,-0.1506152
ALKBH4,54784,0.6187948
ALLC,55821,0.1431307
ALMS1,7840,-0.0448675
ALOX12,239,0.1683194
ALOX12B,242,0.5261149
ALOX12P2,245,0.498073
ALOX15,246,-0.1000184
ALOX15B,247,0.4370599
ALOX5,240,0.6808989
ALOX5AP,241,-0.0578108
ALOXE3,59344,-0.3077848
ALPI,248,0.3226176
ALPK1,80216,0.23098
ALPK3,57538,-0.0347687
ALPL,249,-0.3647975
ALPP,250,0.445605
ALPPL2,251,0.3912626
ALS2CL,259173,0.1560387
ALX1,8092,0.1900837
ALX3,257,0.1018385
ALX4,60529,0.2480507
AMACR,23600,-0.3351742
AMBN,258,0.6460169
AMBP,259,0.5422055
AMBRA1,55626,0.653053
AMD1,262,-0.1868216
AMDHD2,51005,0.6624777
AMELX,265,0.158377
AMELY,266,0.6229865
AMFR,267,0.3889159
AMH,268,0.2071801
AMHR2,269,0.0853908
AMIGO2,347902,-0.2668263
AMMECR1,9949,0.0813979
AMN,81693,0.4959742
AMOT,154796,-0.3529707
AMOTL2,51421,-0.2005907
AMPD1,270,-0.1117488
AMPD2,271,0.3294097
AMPD3,272,0.0609744
AMPH,273,0.1409552
AMT,401138,0.4270742
AMZ2,51321,-0.3729771
ANAPC1,64682,0.2803671
ANAPC10,10393,-0.2691349
ANAPC13,25847,0.8317764
ANAPC15,25906,0.027948
ANAPC2,29882,0.6899939
ANAPC5,51433,0.4376785
ANG,283,0.0946126
ANGEL1,23357,0.4972079
ANGEL2,90806,-0.1725128
ANGPT1,284,-0.2505533
ANGPT2,285,0.5024284
ANGPT4,51378,0.5083598
ANGPTL2,23452,0.5431116
ANGPTL3,27329,-0.7874899
ANGPTL4,51129,-0.1787873
ANGPTL7,10218,-0.469228
ANK1,286,0.6875643
ANK2,287,0.5077988
ANK3,288,-0.5401575
ANKEF1,63926,0.4439084
ANKFY1,51479,-0.1722016
ANKH,56172,-0.1598556
ANKHD1,54882,-0.1497256
ANKLE2,23141,0.4982176
ANKMY1,51281,0.5360827
ANKMY2,57037,-0.3368729
ANKRA2,57763,0.0999679
ANKRD1,27063,0.2277797
ANKRD10,55608,-0.1333244
ANKRD11,29123,0.2528102
ANKRD12,23253,-0.3813545
ANKRD17,26057,-0.1086653
ANKRD2,26287,0.6275964
ANKRD26,22852,0.1562021
ANKRD27,84079,0.1811996
ANKRD28,23243,0.2752252
ANKRD34C,390616,-0.0263176
ANKRD36,375248,0.1264452
ANKRD36B,57730,-0.2777198
ANKRD36BP2,645784,0.5879169
ANKRD40,91369,0.1717395
ANKRD46,157567,-0.0743496
ANKRD49,54851,0.007416
ANKRD53,79998,-0.3910867
ANKRD55,79722,0.1010765
ANKRD6,22881,0.1524417
ANKRD7,56311,0.345059
ANKS1A,23294,0.2485689
ANKS1B,56899,0.5812234
ANKZF1,55139,0.0548555
ANO1,55107,-0.1029398
ANO10,55129,0.1454201
ANO2,57101,0.1238617
ANO3,63982,-0.0778965
ANP32A,8125,-0.332299
ANP32A-IT1,80035,0.6494712
ANP32B,10541,0.2044847
ANP32C,23520,-0.4829569
ANP32E,81611,-0.1802436
ANPEP,290,0.4177923
ANTXR1,84168,0.2369453
ANXA1,301,-0.974665
ANXA10,11199,0.1136031
ANXA11,311,0.1740636
ANXA13,312,0.0006137
ANXA2,302,-0.3729616
ANXA2P1,303,-0.1008125
ANXA2P2,304,-0.1463654
ANXA2P3,305,-0.1234904
ANXA3,306,-0.582802
ANXA4,307,-0.3818008
ANXA5,308,-0.5870861
ANXA6,309,0.3088319
ANXA7,310,0.3793554
ANXA9,8416,0.3337028
AOAH,313,0.4211685
AOC1,26,-0.0662073
AOC2,314,0.173065
AOC3,8639,-0.2191536
AOC4P,90586,-0.104472
AOX1,316,0.358602
AP1AR,55435,0.1495535
AP1B1,162,0.1386979
AP1G1,164,0.0908534
AP1G2,8906,0.3623922
AP1M2,10053,0.3877855
AP1S1,1174,-0.5003156
AP1S2,1902,-0.307351
AP2A2,161,0.421903
AP2B1,163,0.1315136
AP2M1,1173,0.5600114
AP2S1,1175,0.8077349
AP3B1,8546,0.2571526
AP3B2,8120,0.3704127
AP3D1,8943,1.3221983
AP3M2,10947,0.0352518
AP3S1,1176,0.004121
AP3S2,10239,0.3721038
AP4E1,23431,0.5100053
AP4M1,9179,0.6053294
AP4S1,11154,-0.3784132
AP5M1,55745,-0.2513403
AP5S1,55317,0.0986578
AP5Z1,9907,0.173655
APAF1,317,0.6026828
APBA1,320,-0.2868341
APBA2,321,0.5414554
APBA3,9546,0.4556815
APBB1,322,0.3190241
APBB1IP,54518,0.1255472
APBB2,323,-0.4703828
APBB3,10307,0.127246
APC,324,1.0116655
APC2,10297,0.3298357
APCS,325,0.5879626
APEH,327,1.1633308
APEX1,328,0.3598784
APEX2,27301,0.4805565
APH1A,51107,0.1950197
APH1B,83464,0.0527923
API5,8539,-0.2128547
APIP,51074,0.0450062
APITD1,378708,0.5007107
APLNR,187,-0.5659525
APLP1,333,0.3245126
APLP2,334,0.5194969
APMAP,57136,-0.1349306
APOA1,335,0.1059848
APOA2,336,0.7757908
APOA4,337,0.239372
APOB,338,-0.4544927
APOBEC1,339,0.0915508
APOBEC2,10930,-0.2866171
APOBEC3A,200315,0.2232966
APOBEC3B,9582,0.2514806
APOBEC3C,27350,0.4648768
APOBEC3F,200316,0.3109962
APOBEC3G,60489,0.6870101
APOBR,55911,-0.3010175
APOC1,341,0.4851254
APOC2,344,-0.2820229
APOC3,345,0.1257837
APOC4,346,0.0685736
APOD,347,0.2617894
APOE,348,0.6063261
APOF,319,0.282934
APOH,350,-0.5775353
APOL1,8542,-0.070854
APOL2,23780,0.4403616
APOL3,80833,0.1200342
APOL5,80831,0.6161361
APOL6,80830,0.0338738
APOLD1,81575,-0.2167938
APOM,55937,0.3007513
APOO,79135,-0.103325
APOOL,139322,-0.1939782
APP,351,-0.4902715
APPBP2,10513,0.3329558
APPL1,26060,0.0527153
APPL2,55198,-0.0382818
APRT,353,0.3166764
APTX,54840,0.0475921
AQP1,358,0.0733113
AQP2,359,-0.3199905
AQP3,360,-0.4422223
AQP4,361,-0.5603165
AQP5,362,0.4155573
AQP6,363,0.1874483
AQP7,364,0.1490288
AQP8,343,0.4924232
AQP9,366,0.4375633
AQR,9716,0.1617973
AR,367,0.0781364
ARAF,369,0.1626995
ARAP1,116985,0.6780726
ARAP2,116984,-0.3513481
ARAP3,64411,0.0869619
ARC,23237,0.0234206
ARCN1,372,-0.2357537
AREG,374,0.4489208
AREL1,9870,-0.0866234
ARF1,375,0.3182223
ARF3,377,0.3210364
ARF4,378,-0.2422979
ARF5,381,0.1500434
ARF6,382,-0.3067321
ARFGAP1,55738,0.279186
ARFGAP2,84364,0.311648
ARFGAP3,26286,0.0455075
ARFGEF1,10565,-0.5860238
ARFGEF2,10564,0.5228956
ARFIP1,27236,-0.9244895
ARFIP2,23647,0.1530956
ARFRP1,10139,0.2735376
ARG1,383,0.2283113
ARG2,384,-0.607699
ARGLU1,55082,0.3428314
ARHGAP1,392,0.2254322
ARHGAP10,79658,0.1495647
ARHGAP11A,9824,-0.2547694
ARHGAP12,94134,-0.5130817
ARHGAP15,55843,-0.2042899
ARHGAP17,55114,0.1747135
ARHGAP19,84986,0.4378661
ARHGAP22,58504,0.1419193
ARHGAP24,83478,-0.2322471
ARHGAP25,9938,-0.3828948
ARHGAP26,23092,0.3098751
ARHGAP28,79822,-0.4500469
ARHGAP29,9411,-0.6537337
ARHGAP32,9743,-0.3996629
ARHGAP33,115703,0.3619244
ARHGAP35,2909,0.212649
ARHGAP4,393,0.313747
ARHGAP44,9912,0.5283572
ARHGAP5,394,-0.3850086
ARHGAP6,395,0.3913964
ARHGDIA,396,-0.9120293
ARHGDIB,397,0.0648568
ARHGDIG,398,0.2006122
ARHGEF1,9138,-0.1795277
ARHGEF10,9639,0.3516586
ARHGEF10L,55160,0.0178648
ARHGEF11,9826,0.2839619
ARHGEF12,23365,0.5521245
ARHGEF15,22899,0.1985141
ARHGEF16,27237,0.3696254
ARHGEF17,9828,0.0152119
ARHGEF18,23370,0.0962155
ARHGEF2,9181,0.3394219
ARHGEF26,26084,-0.1534039
ARHGEF28,64283,0.0806261
ARHGEF3,50650,0.1377296
ARHGEF38,54848,0.2696312
ARHGEF4,50649,0.7937199
ARHGEF40,55701,0.1991849
ARHGEF5,7984,-0.1668647
ARHGEF6,9459,0.176888
ARHGEF7,8874,-0.2547383
ARHGEF9,23229,0.5266113
ARID1A,8289,0.5159662
ARID3A,1820,0.4467812
ARID3B,10620,0.2681711
ARID4A,5926,0.1449086
ARID4B,51742,0.2530395
ARID5A,10865,-0.1549078
ARID5B,84159,-0.3298211
ARIH1,25820,-0.5328268
ARIH2,10425,0.4527641
ARL1,400,-0.1644409
ARL14,80117,0.0418555
ARL15,54622,-0.0179837
ARL17A,51326,-0.4667763
ARL2,402,0.1850038
ARL2BP,23568,0.2461911
ARL3,403,0.0475059
ARL4A,10124,-0.6417368
ARL4C,10123,-0.8943801
ARL4D,379,0.0655286
ARL5A,26225,-0.2794405
ARL6IP1,23204,-0.0652762
ARL6IP4,51329,0.496794
ARL6IP5,10550,-0.5252644
ARL8B,55207,0.0538657
ARMC1,55156,-0.3727175
ARMC4,55130,-0.1592083
ARMC6,93436,0.4235336
ARMC7,79637,0.4285166
ARMC8,25852,-0.1869147
ARMC9,80210,0.6631598
ARMCX1,51309,-0.077164
ARMCX2,9823,-0.3166964
ARMCX3,51566,-0.1556177
ARMCX4,100131755,0.934915
ARMCX5,64860,-0.163261
ARMCX6,54470,0.1575257
ARNT,405,0.3707064
ARNT2,9915,0.592866
ARNTL,406,0.236424
ARNTL2,56938,-0.0586187
ARPC1A,10552,0.1605228
ARPC1B,10095,0.339877
ARPC2,10109,-0.3538895
ARPC3,10094,0.0302971
ARPC4,10093,0.5082165
ARPC5,10092,0.0217956
ARPC5L,81873,0.1635372
ARPP19,10776,-0.5408699
ARPP21,10777,-0.0725025
ARR3,407,-0.047441
ARRB1,408,0.1611018
ARRB2,409,0.6114327
ARSA,410,0.4309442
ARSB,411,-0.291301
ARSD,414,-0.3667668
ARSE,415,-0.0494885
ARSF,416,-0.0490049
ARSJ,79642,-0.2150731
ART1,417,-0.0755399
ART3,419,0.2231019
ART4,420,0.7300813
ARTN,9048,0.4230247
ARVCF,421,0.3522779
ASAH1,427,0.3577982
ASAP1,50807,0.3258424
ASAP1-IT1,29065,-0.2800076
ASAP2,8853,-0.1653279
ASAP3,55616,0.1083336
ASB1,51665,0.256467
ASB13,79754,0.5099487
ASB4,51666,0.6697384
ASB6,140459,0.399509
ASB7,140460,0.1016608
ASB8,140461,-0.1097598
ASB9,140462,0.2190898
ASCC1,51008,0.132657
ASCC2,84164,0.9561649
ASCC3,10973,-0.1170731
ASCL1,429,0.8597122
ASCL2,430,0.0767827
ASCL3,56676,0.2667779
ASF1A,25842,-0.1354237
ASF1B,55723,0.4988024
ASGR1,432,0.6353636
ASGR2,433,0.5149479
ASH1L,55870,-0.1533673
ASH2L,9070,-0.1678957
ASIC1,41,0.2999105
ASIC2,40,-0.1990278
ASIC3,9311,0.1444066
ASIC4,55515,-0.3282225
ASIP,434,0.4063311
ASL,1287,0.523993
ASMT,438,0.8579474
ASMTL,8623,0.6892349
ASMTL-AS1,80161,0.4119947
ASNA1,439,0.3787524
ASNS,440,0.351428
ASNSD1,54529,-0.2029999
ASPA,443,0.3536176
ASPH,444,0.5112858
ASPHD1,253982,0.8709187
ASPM,259266,0.5439855
ASPN,54829,-0.9768328
ASPSCR1,79058,0.5070682
ASRGL1,80150,-0.0195768
ASS1,445,-0.0493831
ASTE1,28990,0.0859472
ASTN1,460,-0.2906494
ASTN2,23245,0.3568031
ASUN,55726,-0.2296742
ASXL1,171023,0.103962
ASXL2,55252,0.0477704
ATAD2,29028,0.2615375
ATAD2B,54454,-0.0616274
ATAD3A,55210,0.3655904
ATAD5,79915,0.2314427
ATAT1,79969,0.2713184
ATF1,466,0.0877961
ATF2,1386,0.2203647
ATF3,467,-1.6515384
ATF4,468,0.0043245
ATF5,22809,0.2980787
ATF6,22926,0.3335305
ATF6B,1388,0.7162809
ATF7,11016,-0.2251099
ATF7IP,55729,0.7329955
ATF7IP2,80063,0.5189038
ATG10,83734,0.1051309
ATG101,60673,0.1200966
ATG12,9140,-0.4293354
ATG13,9776,0.7907194
ATG14,22863,-0.0643732
ATG16L1,55054,0.0835162
ATG2A,23130,-0.1549449
ATG2B,55102,0.036208
ATG3,64422,-0.3808435
ATG4A,115201,0.0888988
ATG4B,23192,0.5790722
ATG5,9474,0.0787313
ATG7,10533,0.3354949
ATG9A,79065,0.0922017
ATHL1,80162,0.678015
ATIC,471,0.0661013
ATM,472,-0.1349699
ATMIN,23300,-0.2436998
ATN1,1822,-0.4024395
ATOH1,474,0.3722102
ATOX1,475,0.1507695
ATP10A,57194,0.2414538
ATP10B,23120,-0.3352022
ATP10D,57205,-0.5397958
ATP11A,23250,0.535778
ATP11B,23200,0.2665733
ATP12A,479,0.222282
ATP13A1,57130,0.6529333
ATP13A2,23400,0.9263163
ATP13A3,79572,-0.4611445
ATP1A1,476,-0.0287385
ATP1A2,477,0.8164299
ATP1A3,478,-0.4947296
ATP1B1,481,-0.712041
ATP1B2,482,-0.436457
ATP1B3,483,-0.286569
ATP1B4,23439,0.256459
ATP2A1,487,-0.1917919
ATP2A2,488,-0.7330579
ATP2A3,489,0.6384394
ATP2B1,490,0.1592773
ATP2B2,491,-0.3562713
ATP2B3,492,0.9650952
ATP2B4,493,-0.3501594
ATP2C1,27032,-0.1891091
ATP2C2,9914,0.4944146
ATP4A,495,0.5188826
ATP4B,496,0.4180867
ATP5A1,498,-0.0347035
ATP5B,506,-0.1039993
ATP5C1,509,-0.4424164
ATP5D,513,0.2789521
ATP5E,514,0.116046
ATP5F1,515,-0.2097506
ATP5G1,516,0.1369575
ATP5G2,517,0.3150406
ATP5G2P1,520,-0.001833
ATP5G3,518,-0.4122394
ATP5H,10476,-0.3901786
ATP5I,521,0.2699861
ATP5J,522,-0.3515403
ATP5J2,9551,-0.0977158
ATP5L,10632,-0.3487945
ATP5O,539,0.090011
ATP5S,27109,-0.2762907
ATP5SL,55101,0.3148752
ATP6AP1,537,-0.0335335
ATP6AP2,10159,-0.4186029
ATP6V0A1,535,0.2372673
ATP6V0A2,23545,0.3256336
ATP6V0A4,50617,-0.0425383
ATP6V0B,533,0.0907437
ATP6V0C,527,-0.1888344
ATP6V0D1,9114,0.2480622
ATP6V0E1,8992,0.3100994
ATP6V0E2,155066,0.0683953
ATP6V1A,523,0.681274
ATP6V1B1,525,0.412169
ATP6V1B2,526,-0.3584241
ATP6V1C1,528,-0.2300578
ATP6V1D,51382,-0.1961931
ATP6V1E1,529,0.052615
ATP6V1F,9296,0.1041763
ATP6V1G1,9550,-0.2252346
ATP6V1G2,534,-0.1259446
ATP6V1H,51606,-0.0177157
ATP7A,538,-0.2873235
ATP7B,540,-0.1033772
ATP8A1,10396,0.4669992
ATP8A2,51761,-0.3357925
ATP8B1,5205,0.4199405
